#YY  MM DD hh mm WDIR WSPD GDR GST GTIME
#yr  mo dy hr mn degT m/s degT m/s hhmm
2014 04 20 18 10 999  6.6 999 99.0 9999
2014 04 20 18 20 999  6.9 999 99.0 9999
2014 04 20 18 30 999  6.4 999 99.0 9999
2014 04 20 18 40 999  6.6 999 99.0 9999
2014 04 20 18 50 999  6.3 999  8.3 1810
2014 04 20 19 00 999  6.4 999 99.0 9999
2014 04 20 19 10 999  6.6 999 99.0 9999
2014 04 20 19 20 999  6.6 999 99.0 9999
2014 04 20 19 30 999  6.4 999 99.0 9999
2014 04 20 19 40 999  6.3 999 99.0 9999
2014 04 20 19 50 999  6.3 999  8.2 1929
2014 04 20 20 00 999  6.2 999 99.0 9999
2014 04 20 20 10 999  6.1 999 99.0 9999
2014 04 20 20 20 999  5.7 999 99.0 9999
2014 04 20 20 30 999  5.3 999 99.0 9999
2014 04 20 20 40 999  5.6 999 99.0 9999
2014 04 20 20 50 999  5.7 999  7.6 1958
2014 04 20 21 00 999  5.8 999 99.0 9999
2014 04 20 21 10 999  5.7 999 99.0 9999
2014 04 20 21 20 999  5.2 999 99.0 9999
2014 04 20 21 30 999  4.9 999 99.0 9999
2014 04 20 21 40 999  5.4 999 99.0 9999
2014 04 20 21 50 999  5.0 999  7.2 2058
2014 04 20 22 00 999  5.4 999 99.0 9999
2014 04 20 22 10 999  5.5 999 99.0 9999
2014 04 20 22 20 999  5.5 999 99.0 9999
2014 04 20 22 30 999  5.7 999 99.0 9999
2014 04 20 22 40 999  5.2 999 99.0 9999
2014 04 20 22 50 999  5.2 999  6.7 2220
2014 04 20 23 00 999  5.5 999 99.0 9999
2014 04 20 23 10 999  4.8 999 99.0 9999
2014 04 20 23 20 999  5.0 999 99.0 9999
2014 04 20 23 30 999  4.7 999 99.0 9999
2014 04 20 23 40 999  4.6 999 99.0 9999
2014 04 20 23 50 999  4.7 999  6.4 2251
2014 04 21 00 00 999  4.6 999 99.0 9999
2014 04 21 00 10 999  4.6 999 99.0 9999
2014 04 21 00 20 999  4.5 999 99.0 9999
2014 04 21 00 30 999  4.3 999 99.0 9999
2014 04 21 00 40 999  4.2 999 99.0 9999
2014 04 21 00 50 999  4.3 999  5.7 0014
2014 04 21 01 00 999  4.2 999 99.0 9999
2014 04 21 01 10 999  4.1 999 99.0 9999
2014 04 21 01 20 999  4.1 999 99.0 9999
2014 04 21 01 30 999  4.0 999 99.0 9999
2014 04 21 01 40 999  4.0 999 99.0 9999
2014 04 21 01 50 999  4.1 999  5.2 0058
2014 04 21 02 00 999  4.2 999 99.0 9999
2014 04 21 02 10 999  4.2 999 99.0 9999
2014 04 21 02 20 999  4.1 999 99.0 9999
2014 04 21 02 30 999  3.9 999 99.0 9999
2014 04 21 02 40 999  3.9 999 99.0 9999
2014 04 21 02 50 999  3.8 999  5.3 0208
2014 04 21 03 00 999  3.9 999 99.0 9999
2014 04 21 03 10 999  4.1 999 99.0 9999
2014 04 21 03 20 999  3.8 999 99.0 9999
2014 04 21 03 30 999  3.9 999 99.0 9999
2014 04 21 03 40 999  4.1 999 99.0 9999
2014 04 21 03 50 999  4.1 999  5.0 0344
2014 04 21 04 00 999  4.1 999 99.0 9999
2014 04 21 04 10 999  3.9 999 99.0 9999
2014 04 21 04 20 999  3.8 999 99.0 9999
2014 04 21 04 30 999  3.9 999 99.0 9999
2014 04 21 04 40 999  3.7 999 99.0 9999
2014 04 21 04 50 999  3.6 999  4.7 0421
2014 04 21 05 00 999  3.6 999 99.0 9999
2014 04 21 05 10 999  3.7 999 99.0 9999
2014 04 21 05 20 999  3.8 999 99.0 9999
2014 04 21 05 30 999  3.7 999 99.0 9999
2014 04 21 05 40 999  3.6 999 99.0 9999
2014 04 21 05 50 999  3.7 999  4.3 0542
2014 04 21 06 00 999  3.7 999 99.0 9999
2014 04 21 06 10 999  3.7 999 99.0 9999
2014 04 21 06 20 999  3.7 999 99.0 9999
2014 04 21 06 30 999  3.5 999 99.0 9999
2014 04 21 06 40 999  3.5 999 99.0 9999
2014 04 21 06 50 999  3.8 999  4.4 0557
2014 04 21 07 00 999  3.8 999 99.0 9999
2014 04 21 07 10 999  3.8 999 99.0 9999
2014 04 21 07 20 999  3.7 999 99.0 9999
2014 04 21 07 30 999  4.0 999 99.0 9999
2014 04 21 07 40 999  3.8 999 99.0 9999
2014 04 21 07 50 999  3.8 999  4.7 0722
2014 04 21 08 00 999  3.7 999 99.0 9999
2014 04 21 08 10 999  3.5 999 99.0 9999
2014 04 21 08 20 999  3.6 999 99.0 9999
2014 04 21 08 30 999  3.8 999 99.0 9999
2014 04 21 08 40 999  3.6 999 99.0 9999
2014 04 21 08 50 999  3.7 999  4.4 0821
2014 04 21 09 00 999  3.5 999 99.0 9999
2014 04 21 09 10 999  4.1 999 99.0 9999
2014 04 21 09 20 999  4.2 999 99.0 9999
2014 04 21 09 30 999  4.1 999 99.0 9999
2014 04 21 09 40 999  4.1 999 99.0 9999
2014 04 21 09 50 999  3.9 999  4.8 0913
2014 04 21 10 00 999  4.2 999 99.0 9999
2014 04 21 10 10 999  4.1 999 99.0 9999
2014 04 21 10 20 999  4.0 999 99.0 9999
2014 04 21 10 30 999  4.0 999 99.0 9999
2014 04 21 10 40 999  4.0 999 99.0 9999
2014 04 21 10 50 999  3.9 999  4.8 1001
2014 04 21 11 00 999  4.3 999 99.0 9999
2014 04 21 11 10 999  4.3 999 99.0 9999
2014 04 21 11 20 999  4.4 999 99.0 9999
2014 04 21 11 30 999  4.7 999 99.0 9999
2014 04 21 11 40 999  4.7 999 99.0 9999
2014 04 21 11 50 999  4.5 999  5.6 1121
2014 04 21 12 00 999  4.4 999 99.0 9999
2014 04 21 12 10 999  4.3 999 99.0 9999
2014 04 21 12 20 999  3.9 999 99.0 9999
2014 04 21 12 30 999  3.7 999 99.0 9999
2014 04 21 12 40 999  3.5 999 99.0 9999
2014 04 21 12 50 999  3.4 999  5.1 1155
2014 04 21 13 00 999  3.1 999 99.0 9999
2014 04 21 13 10 999  3.0 999 99.0 9999
2014 04 21 13 20 999  2.9 999 99.0 9999
2014 04 21 13 30 999  3.0 999 99.0 9999
2014 04 21 13 40 999  2.9 999 99.0 9999
2014 04 21 13 50 999  3.0 999  3.8 1251
2014 04 21 14 00 999  2.9 999 99.0 9999
2014 04 21 14 10 999  3.1 999 99.0 9999
2014 04 21 14 20 999  2.9 999 99.0 9999
2014 04 21 14 30 999  3.0 999 99.0 9999
2014 04 21 14 40 999  2.8 999 99.0 9999
2014 04 21 14 50 999  2.4 999  3.6 1407
2014 04 21 15 00 999  2.2 999 99.0 9999
2014 04 21 15 10 999  2.1 999 99.0 9999
2014 04 21 15 20 999  2.3 999 99.0 9999
2014 04 21 15 30 999  2.2 999 99.0 9999
2014 04 21 15 40 999  2.0 999 99.0 9999
2014 04 21 15 50 999  2.0 999  2.7 1515
2014 04 21 16 00 999  1.6 999 99.0 9999
2014 04 21 16 10 999  1.8 999 99.0 9999
2014 04 21 16 20 999  2.0 999 99.0 9999
2014 04 21 16 30 999  1.9 999 99.0 9999
2014 04 21 16 40 999  1.9 999 99.0 9999
2014 04 21 16 50 999  2.1 999  2.6 1643
2014 04 21 17 00 999  1.8 999 99.0 9999
2014 04 21 17 10 999  1.5 999 99.0 9999
2014 04 21 17 20 999  1.8 999 99.0 9999
2014 04 21 17 30 999  2.8 999 99.0 9999
2014 04 21 17 40 999  2.7 999 99.0 9999
2014 04 21 17 50 999  2.7 999  3.4 1731
2014 04 21 18 00 999  2.7 999 99.0 9999
2014 04 21 18 10 999  3.0 999 99.0 9999
2014 04 21 18 20 999  2.5 999 99.0 9999
2014 04 21 18 30 999  2.7 999 99.0 9999
2014 04 21 18 40 999  3.0 999 99.0 9999
2014 04 21 18 50 999  3.2 999  3.8 1849
2014 04 21 19 00 999  3.4 999 99.0 9999
2014 04 21 19 10 999  3.4 999 99.0 9999
2014 04 21 19 20 999  3.6 999 99.0 9999
2014 04 21 19 30 999  3.8 999 99.0 9999
2014 04 21 19 40 999  4.0 999 99.0 9999
2014 04 21 19 50 999  4.4 999  5.1 1948
2014 04 21 20 00 999  4.7 999 99.0 9999
2014 04 21 20 10 999  4.3 999 99.0 9999
2014 04 21 20 20 999  4.6 999 99.0 9999
2014 04 21 20 30 999  4.8 999 99.0 9999
2014 04 21 20 40 999  4.7 999 99.0 9999
2014 04 21 20 50 999  4.6 999  5.6 2022
2014 04 21 21 00 999  4.5 999 99.0 9999
2014 04 21 21 10 999  4.4 999 99.0 9999
2014 04 21 21 20 999  4.0 999 99.0 9999
2014 04 21 21 30 999  3.7 999 99.0 9999
2014 04 21 21 40 999  3.4 999 99.0 9999
2014 04 21 21 50 999  3.1 999  5.4 2100
2014 04 21 22 00 999  2.7 999 99.0 9999
2014 04 21 22 10 999  2.8 999 99.0 9999
2014 04 21 22 20 999  3.1 999 99.0 9999
2014 04 21 22 30 999  3.2 999 99.0 9999
2014 04 21 22 40 999  3.3 999 99.0 9999
2014 04 21 22 50 999  3.4 999  4.0 2248
2014 04 21 23 00 999  3.5 999 99.0 9999
2014 04 21 23 10 999  3.9 999 99.0 9999
2014 04 21 23 20 999  3.3 999 99.0 9999
2014 04 21 23 30 999  3.2 999 99.0 9999
2014 04 21 23 40 999  3.3 999 99.0 9999
2014 04 21 23 50 999  3.4 999  4.6 2307
2014 04 22 00 00 999  3.4 999 99.0 9999
2014 04 22 00 10 999  3.8 999 99.0 9999
2014 04 22 00 20 999  3.8 999 99.0 9999
2014 04 22 00 30 999  3.8 999 99.0 9999
2014 04 22 00 40 999  3.7 999 99.0 9999
2014 04 22 00 50 999  4.0 999  4.5 2350
2014 04 22 01 00 999  3.9 999 99.0 9999
2014 04 22 01 10 999  3.8 999 99.0 9999
2014 04 22 01 20 999  3.7 999 99.0 9999
2014 04 22 01 30 999  3.6 999 99.0 9999
2014 04 22 01 40 999  3.5 999 99.0 9999
2014 04 22 01 50 999  3.9 999  4.6 0053
2014 04 22 02 00 999  3.8 999 99.0 9999
2014 04 22 02 10 999  3.7 999 99.0 9999
2014 04 22 02 20 999  3.6 999 99.0 9999
2014 04 22 02 30 999  3.8 999 99.0 9999
2014 04 22 02 40 999  4.1 999 99.0 9999
2014 04 22 02 50 999  4.3 999  4.9 0249
2014 04 22 03 00 999  4.3 999 99.0 9999
2014 04 22 03 10 999  4.0 999 99.0 9999
2014 04 22 03 20 999  4.1 999 99.0 9999
2014 04 22 03 30 999  4.3 999 99.0 9999
2014 04 22 03 40 999  3.9 999 99.0 9999
2014 04 22 03 50 999  3.8 999  4.9 0321
2014 04 22 04 00 999  3.7 999 99.0 9999
2014 04 22 04 10 999  3.9 999 99.0 9999
2014 04 22 04 20 999  4.4 999 99.0 9999
2014 04 22 04 30 999  4.2 999 99.0 9999
2014 04 22 04 40 999  3.9 999 99.0 9999
2014 04 22 04 50 999  3.7 999  5.4 0421
2014 04 22 05 00 999  4.4 999 99.0 9999
2014 04 22 05 10 999  4.5 999 99.0 9999
2014 04 22 05 20 999  5.0 999 99.0 9999
2014 04 22 05 30 999  4.7 999 99.0 9999
2014 04 22 05 40 999  4.2 999 99.0 9999
2014 04 22 05 50 999  4.2 999  7.1 0511
2014 04 22 06 00 999  3.9 999 99.0 9999
2014 04 22 06 10 999  3.9 999 99.0 9999
2014 04 22 06 20 999  4.0 999 99.0 9999
2014 04 22 06 30 999  3.8 999 99.0 9999
2014 04 22 06 40 999  3.5 999 99.0 9999
2014 04 22 06 50 999  2.5 999  4.7 0558
2014 04 22 07 00 999  2.6 999 99.0 9999
2014 04 22 07 10 999  2.6 999 99.0 9999
2014 04 22 07 20 999  2.5 999 99.0 9999
2014 04 22 07 30 999  1.9 999 99.0 9999
2014 04 22 07 40 999  1.1 999 99.0 9999
2014 04 22 07 50 999  1.1 999  2.9 0655
2014 04 22 08 00 999  1.0 999 99.0 9999
2014 04 22 08 10 999  1.4 999 99.0 9999
2014 04 22 08 20 999  2.2 999 99.0 9999
2014 04 22 08 30 999  3.3 999 99.0 9999
2014 04 22 08 40 999  2.8 999 99.0 9999
2014 04 22 08 50 999  2.4 999  4.1 0831
2014 04 22 09 00 999  2.5 999 99.0 9999
2014 04 22 09 10 999  2.9 999 99.0 9999
2014 04 22 09 20 999  2.9 999 99.0 9999
2014 04 22 09 30 999  3.7 999 99.0 9999
2014 04 22 09 40 999  3.7 999 99.0 9999
2014 04 22 09 50 999  3.2 999  4.4 0924
2014 04 22 10 00 999  3.1 999 99.0 9999
2014 04 22 10 10 999  3.0 999 99.0 9999
2014 04 22 10 20 999  2.9 999 99.0 9999
2014 04 22 10 30 999  2.7 999 99.0 9999
2014 04 22 10 40 999  2.6 999 99.0 9999
2014 04 22 10 50 999  2.8 999  3.8 1049
2014 04 22 11 00 999  3.0 999 99.0 9999
2014 04 22 11 10 999  2.6 999 99.0 9999
2014 04 22 11 20 999  1.7 999 99.0 9999
2014 04 22 11 30 999  1.6 999 99.0 9999
2014 04 22 11 40 999  1.7 999 99.0 9999
2014 04 22 11 50 999  3.6 999  4.2 1146
2014 04 22 12 00 999  3.1 999 99.0 9999
2014 04 22 12 10 999  2.8 999 99.0 9999
2014 04 22 12 20 999  2.8 999 99.0 9999
2014 04 22 12 30 999  2.7 999 99.0 9999
2014 04 22 12 40 999  3.3 999 99.0 9999
2014 04 22 12 50 999  3.2 999  3.9 1239
2014 04 22 13 00 999  2.8 999 99.0 9999
2014 04 22 13 10 999  2.5 999 99.0 9999
2014 04 22 13 20 999  2.5 999 99.0 9999
2014 04 22 13 30 999  3.0 999 99.0 9999
2014 04 22 13 40 999  3.2 999 99.0 9999
2014 04 22 13 50 999  3.8 999  4.6 1348
2014 04 22 14 00 999  4.3 999 99.0 9999
2014 04 22 14 10 999  4.7 999 99.0 9999
2014 04 22 14 20 999  4.9 999 99.0 9999
2014 04 22 14 30 999  4.9 999 99.0 9999
2014 04 22 14 40 999  4.5 999 99.0 9999
2014 04 22 14 50 999  5.1 999  5.9 1445
2014 04 22 15 00 999  5.5 999 99.0 9999
2014 04 22 15 10 999  5.7 999 99.0 9999
2014 04 22 15 20 999  5.7 999 99.0 9999
2014 04 22 15 30 999  5.6 999 99.0 9999
2014 04 22 15 40 999  6.0 999 99.0 9999
2014 04 22 15 50 999  6.1 999  7.4 1541
2014 04 22 16 00 999  5.9 999 99.0 9999
2014 04 22 16 10 999  6.3 999 99.0 9999
2014 04 22 16 20 999  7.2 999 99.0 9999
2014 04 22 16 30 999  8.0 999 99.0 9999
2014 04 22 16 40 999  8.2 999 99.0 9999
2014 04 22 16 50 999  8.2 999  9.9 1641
2014 04 22 17 00 999  8.4 999 99.0 9999
2014 04 22 17 10 999  8.7 999 99.0 9999
2014 04 22 17 20 999  8.7 999 99.0 9999
2014 04 22 17 30 999  8.5 999 99.0 9999
2014 04 22 17 40 999  8.2 999 99.0 9999
2014 04 22 17 50 999  8.6 999 10.1 1747
2014 04 22 18 00 999  8.5 999 99.0 9999
2014 04 22 18 10 999  8.4 999 99.0 9999
2014 04 22 18 20 999  8.2 999 99.0 9999
2014 04 22 18 30 999  8.1 999 99.0 9999
2014 04 22 18 40 999  8.1 999 99.0 9999
2014 04 22 18 50 999  8.7 999 10.5 1843
2014 04 22 19 00 999  8.6 999 99.0 9999
2014 04 22 19 10 999  8.7 999 99.0 9999
2014 04 22 19 20 999  8.6 999 99.0 9999
2014 04 22 19 30 999  8.3 999 99.0 9999
2014 04 22 19 40 999  8.5 999 99.0 9999
2014 04 22 19 50 999  8.3 999 10.1 1906
2014 04 22 20 00 999  8.3 999 99.0 9999
2014 04 22 20 10 999  8.0 999 99.0 9999
2014 04 22 20 20 999  8.2 999 99.0 9999
2014 04 22 20 30 999  8.7 999 99.0 9999
2014 04 22 20 40 999  8.1 999 99.0 9999
2014 04 22 20 50 999  7.7 999  9.8 2027
2014 04 22 21 00 999  7.9 999 99.0 9999
2014 04 22 21 10 999  6.2 999 99.0 9999
2014 04 22 21 20 999  6.3 999 99.0 9999
2014 04 22 21 30 999  7.7 999 99.0 9999
2014 04 22 21 40 999  5.9 999 99.0 9999
2014 04 22 21 50 999  7.5 999 11.4 2118
2014 04 22 22 00 999  7.4 999 99.0 9999
2014 04 22 22 10 999  7.3 999 99.0 9999
2014 04 22 22 20 999  6.1 999 99.0 9999
2014 04 22 22 30 999  6.0 999 99.0 9999
2014 04 22 22 40 999  6.3 999 99.0 9999
2014 04 22 22 50 999  5.8 999  9.1 2202
2014 04 22 23 00 999  5.8 999 99.0 9999
2014 04 22 23 10 999  5.4 999 99.0 9999
2014 04 22 23 20 999  5.1 999 99.0 9999
2014 04 22 23 30 999  4.5 999 99.0 9999
2014 04 22 23 40 999  4.1 999 99.0 9999
2014 04 22 23 50 999  4.3 999  6.5 2256
2014 04 23 00 00 999  4.3 999 99.0 9999
2014 04 23 00 10 999  4.2 999 99.0 9999
2014 04 23 00 20 999  3.9 999 99.0 9999
2014 04 23 00 30 999  3.2 999 99.0 9999
2014 04 23 00 40 999  3.1 999 99.0 9999
2014 04 23 00 50 999  3.4 999  5.1 2352
2014 04 23 01 00 999  3.3 999 99.0 9999
2014 04 23 01 10 999  3.1 999 99.0 9999
2014 04 23 01 20 999  2.4 999 99.0 9999
2014 04 23 01 30 999  2.2 999 99.0 9999
2014 04 23 01 40 999  2.2 999 99.0 9999
2014 04 23 01 50 999  2.9 999  3.8 0100
2014 04 23 02 00 999  1.3 999 99.0 9999
2014 04 23 02 10 999  1.0 999 99.0 9999
2014 04 23 02 20 999  1.4 999 99.0 9999
2014 04 23 02 30 999  1.8 999 99.0 9999
2014 04 23 02 40 999  2.2 999 99.0 9999
2014 04 23 02 50 999  2.6 999  3.3 0245
2014 04 23 03 00 999  2.7 999 99.0 9999
2014 04 23 03 10 999  1.3 999 99.0 9999
2014 04 23 03 20 999  2.5 999 99.0 9999
2014 04 23 03 30 999  3.4 999 99.0 9999
2014 04 23 03 40 999  2.8 999 99.0 9999
2014 04 23 03 50 999  2.9 999  4.0 0253
2014 04 23 04 00 999  3.0 999 99.0 9999
2014 04 23 04 10 999  3.1 999 99.0 9999
2014 04 23 04 20 999  4.0 999 99.0 9999
2014 04 23 04 30 999  3.8 999 99.0 9999
2014 04 23 04 40 999  3.4 999 99.0 9999
2014 04 23 04 50 999  3.7 999  4.5 0417
2014 04 23 05 00 999  4.1 999 99.0 9999
2014 04 23 05 10 999  5.0 999 99.0 9999
2014 04 23 05 20 999  5.0 999 99.0 9999
2014 04 23 05 30 999  4.9 999 99.0 9999
2014 04 23 05 40 999  4.2 999 99.0 9999
2014 04 23 05 50 999  5.2 999  6.3 0521
2014 04 23 06 00 999  5.9 999 99.0 9999
2014 04 23 06 10 999  6.2 999 99.0 9999
2014 04 23 06 20 999  6.2 999 99.0 9999
2014 04 23 06 30 999  5.7 999 99.0 9999
2014 04 23 06 40 999  5.3 999 99.0 9999
2014 04 23 06 50 999  6.7 999  7.9 0550
2014 04 23 07 00 999  6.7 999 99.0 9999
2014 04 23 07 10 999  6.8 999 99.0 9999
2014 04 23 07 20 999  7.0 999 99.0 9999
2014 04 23 07 30 999  7.3 999 99.0 9999
2014 04 23 07 40 999  7.2 999 99.0 9999
2014 04 23 07 50 999  7.6 999  8.7 0744
2014 04 23 08 00 999  7.2 999 99.0 9999
2014 04 23 08 10 999  5.8 999 99.0 9999
2014 04 23 08 20 999  8.3 999 99.0 9999
2014 04 23 08 30 999  8.4 999 99.0 9999
2014 04 23 08 40 999  7.1 999 99.0 9999
2014 04 23 08 50 999  8.5 999 10.7 0819
2014 04 23 09 00 999  8.9 999 99.0 9999
2014 04 23 09 10 999 10.0 999 99.0 9999
2014 04 23 09 20 999  9.6 999 99.0 9999
2014 04 23 09 30 999  7.8 999 99.0 9999
2014 04 23 09 40 999  8.8 999 99.0 9999
2014 04 23 09 50 999  9.1 999 12.0 0850
2014 04 23 10 00 999  9.9 999 99.0 9999
2014 04 23 10 10 999 10.1 999 99.0 9999
2014 04 23 10 20 999  9.6 999 99.0 9999
2014 04 23 10 30 999 10.5 999 99.0 9999
2014 04 23 10 40 999 10.4 999 99.0 9999
2014 04 23 10 50 999 11.2 999 13.8 1006
2014 04 23 11 00 999 11.7 999 99.0 9999
2014 04 23 11 10 999 11.4 999 99.0 9999
2014 04 23 11 20 999 10.7 999 99.0 9999
2014 04 23 11 30 999  9.1 999 99.0 9999
2014 04 23 11 40 999 10.6 999 99.0 9999
2014 04 23 11 50 999 10.5 999 14.7 1058
2014 04 23 12 00 999 11.5 999 99.0 9999
2014 04 23 12 10 999 10.9 999 99.0 9999
2014 04 23 12 20 999 10.7 999 99.0 9999
2014 04 23 12 30 999 10.7 999 99.0 9999
2014 04 23 12 40 999 10.2 999 99.0 9999
2014 04 23 12 50 999  9.9 999 13.6 1152
2014 04 23 13 00 999  9.7 999 99.0 9999
2014 04 23 13 10 999 10.3 999 99.0 9999
2014 04 23 13 20 999  9.6 999 99.0 9999
2014 04 23 13 30 999  9.9 999 99.0 9999
2014 04 23 13 40 999  8.8 999 99.0 9999
2014 04 23 13 50 999 10.3 999 12.4 1301
2014 04 23 14 00 999  9.8 999 99.0 9999
2014 04 23 14 10 999  9.3 999 99.0 9999
2014 04 23 14 20 999  7.9 999 99.0 9999
2014 04 23 14 30 999  8.9 999 99.0 9999
2014 04 23 14 40 999  8.8 999 99.0 9999
2014 04 23 14 50 999  9.3 999 11.7 1355
2014 04 23 15 00 999  9.3 999 99.0 9999
2014 04 23 15 10 999  9.3 999 99.0 9999
2014 04 23 15 20 999 10.5 999 99.0 9999
2014 04 23 15 30 999 10.7 999 99.0 9999
2014 04 23 15 40 999  9.4 999 99.0 9999
2014 04 23 15 50 999  8.8 999 12.6 1524
2014 04 23 16 00 999  8.5 999 99.0 9999
2014 04 23 16 10 999  8.5 999 99.0 9999
2014 04 23 16 20 999  7.7 999 99.0 9999
2014 04 23 16 30 999  7.4 999 99.0 9999
2014 04 23 16 40 999  7.2 999 99.0 9999
2014 04 23 16 50 999  7.9 999 10.4 1550
2014 04 23 17 00 999  8.8 999 99.0 9999
2014 04 23 17 10 999  9.0 999 99.0 9999
2014 04 23 17 20 999  8.9 999 99.0 9999
2014 04 23 17 30 999 10.1 999 99.0 9999
2014 04 23 17 40 999 10.1 999 99.0 9999
2014 04 23 17 50 999  9.5 999 12.1 1735
2014 04 23 18 00 999  9.6 999 99.0 9999
2014 04 23 18 10 999  9.1 999 99.0 9999
2014 04 23 18 20 999  8.8 999 99.0 9999
2014 04 23 18 30 999  9.1 999 99.0 9999
2014 04 23 18 40 999  8.6 999 99.0 9999
2014 04 23 18 50 999  9.1 999 11.5 1752
2014 04 23 19 00 999  9.0 999 99.0 9999
2014 04 23 19 10 999  9.0 999 99.0 9999
2014 04 23 19 20 999  9.8 999 99.0 9999
2014 04 23 19 30 999  8.9 999 99.0 9999
2014 04 23 19 40 999  8.5 999 99.0 9999
2014 04 23 19 50 999  8.3 999 13.3 1919
2014 04 23 20 00 999  7.6 999 99.0 9999
2014 04 23 20 10 999  7.4 999 99.0 9999
2014 04 23 20 20 999  6.6 999 99.0 9999
2014 04 23 20 30 999  8.2 999 99.0 9999
2014 04 23 20 40 999  7.5 999 99.0 9999
2014 04 23 20 50 999  7.9 999 11.0 2025
2014 04 23 21 00 999  9.0 999 99.0 9999
2014 04 23 21 10 999  8.9 999 99.0 9999
2014 04 23 21 20 999  9.6 999 99.0 9999
2014 04 23 21 30 999 10.9 999 99.0 9999
2014 04 23 21 40 999  9.9 999 99.0 9999
2014 04 23 21 50 999  9.9 999 13.5 2121
2014 04 23 22 00 999 10.9 999 99.0 9999
2014 04 23 22 10 999  9.9 999 99.0 9999
2014 04 23 22 20 999 11.1 999 99.0 9999
2014 04 23 22 30 999 11.6 999 99.0 9999
2014 04 23 22 40 999 11.9 999 99.0 9999
2014 04 23 22 50 999 10.7 999 14.6 2238
2014 04 23 23 00 999 11.6 999 99.0 9999
2014 04 23 23 10 999 12.7 999 99.0 9999
2014 04 23 23 20 999 13.0 999 99.0 9999
2014 04 23 23 30 999 13.5 999 99.0 9999
2014 04 23 23 40 999 13.2 999 99.0 9999
2014 04 23 23 50 999 13.9 999 17.1 2346
2014 04 24 00 00 999 13.3 999 99.0 9999
2014 04 24 00 10 999 13.3 999 99.0 9999
2014 04 24 00 20 999 11.6 999 99.0 9999
2014 04 24 00 30 999 10.6 999 99.0 9999
2014 04 24 00 40 999 11.4 999 99.0 9999
2014 04 24 00 50 999 11.2 999 16.7 0006
2014 04 24 01 00 999 12.3 999 99.0 9999
2014 04 24 01 10 999 13.0 999 99.0 9999
2014 04 24 01 20 999 15.0 999 99.0 9999
2014 04 24 01 30 999 14.4 999 99.0 9999
2014 04 24 01 40 999 14.9 999 99.0 9999
2014 04 24 01 50 999 14.0 999 19.1 0138
2014 04 24 02 00 999 13.6 999 99.0 9999
2014 04 24 02 10 999 13.2 999 99.0 9999
2014 04 24 02 20 999 12.2 999 99.0 9999
2014 04 24 02 30 999 13.0 999 99.0 9999
2014 04 24 02 40 999 13.4 999 99.0 9999
2014 04 24 02 50 999 12.9 999 18.1 0155
2014 04 24 03 00 999 12.6 999 99.0 9999
2014 04 24 03 10 999 12.2 999 99.0 9999
2014 04 24 03 20 999 11.1 999 99.0 9999
2014 04 24 03 30 999 11.9 999 99.0 9999
2014 04 24 03 40 999 11.5 999 99.0 9999
2014 04 24 03 50 999 12.3 999 16.9 0252
2014 04 24 04 00 999 12.3 999 99.0 9999
2014 04 24 04 10 999 12.2 999 99.0 9999
2014 04 24 04 20 999 12.3 999 99.0 9999
2014 04 24 04 30 999 11.7 999 99.0 9999
2014 04 24 04 40 999 12.2 999 99.0 9999
2014 04 24 04 50 999 12.0 999 15.2 0431
2014 04 24 05 00 999 12.0 999 99.0 9999
2014 04 24 05 10 999 11.4 999 99.0 9999
2014 04 24 05 20 999 10.8 999 99.0 9999
2014 04 24 05 30 999 11.1 999 99.0 9999
2014 04 24 05 40 999 11.2 999 99.0 9999
2014 04 24 05 50 999 10.7 999 15.0 0454
2014 04 24 06 00 999 11.4 999 99.0 9999
2014 04 24 06 10 999 12.2 999 99.0 9999
2014 04 24 06 20 999 11.9 999 99.0 9999
2014 04 24 06 30 999 10.6 999 99.0 9999
2014 04 24 06 40 999 10.4 999 99.0 9999
2014 04 24 06 50 999 10.4 999 14.7 0610
2014 04 24 07 00 999 10.3 999 99.0 9999
2014 04 24 07 10 999 10.4 999 99.0 9999
2014 04 24 07 20 999 10.9 999 99.0 9999
2014 04 24 07 30 999 11.0 999 99.0 9999
2014 04 24 07 40 999 10.3 999 99.0 9999
2014 04 24 07 50 999  9.8 999 13.0 0729
2014 04 24 08 00 999 10.5 999 99.0 9999
2014 04 24 08 10 999 10.1 999 99.0 9999
2014 04 24 08 20 999 10.5 999 99.0 9999
2014 04 24 08 30 999 10.5 999 99.0 9999
2014 04 24 08 40 999 10.8 999 99.0 9999
2014 04 24 08 50 999  9.8 999 12.8 0832
2014 04 24 09 00 999  9.8 999 99.0 9999
2014 04 24 09 10 999 10.0 999 99.0 9999
2014 04 24 09 20 999 10.0 999 99.0 9999
2014 04 24 09 30 999 10.2 999 99.0 9999
2014 04 24 09 40 999 10.9 999 99.0 9999
2014 04 24 09 50 999 11.2 999 13.4 0931
2014 04 24 10 00 999 10.9 999 99.0 9999
2014 04 24 10 10 999 10.7 999 99.0 9999
2014 04 24 10 20 999 10.7 999 99.0 9999
2014 04 24 10 30 999 10.5 999 99.0 9999
2014 04 24 10 40 999 10.6 999 99.0 9999
2014 04 24 10 50 999 11.1 999 13.6 1041
2014 04 24 11 00 999 11.2 999 99.0 9999
2014 04 24 11 10 999 11.2 999 99.0 9999
2014 04 24 11 20 999 11.6 999 99.0 9999
