#YY  MM DD hh mm WDIR WSPD GDR GST GTIME
#yr  mo dy hr mn degT m/s degT m/s hhmm
2014 03 05 10 30 273  0.7 999 99.0 9999
2014 03 05 10 40 275  0.7 999 99.0 9999
2014 03 05 10 50 257  0.5 287  1.7 0952
2014 03 05 11 00 251  0.6 999 99.0 9999
2014 03 05 11 10 254  0.3 999 99.0 9999
2014 03 05 11 20 301  0.5 999 99.0 9999
2014 03 05 11 30 313  0.9 999 99.0 9999
2014 03 05 11 40 335  1.7 999 99.0 9999
2014 03 05 11 50 335  1.6 323  2.4 1147
2014 03 05 12 00 339  1.4 999 99.0 9999
2014 03 05 12 10 340  1.4 999 99.0 9999
2014 03 05 12 20 337  2.3 999 99.0 9999
2014 03 05 12 30 342  2.3 999 99.0 9999
2014 03 05 12 40 352  1.8 999 99.0 9999
2014 03 05 12 50 352  1.9 328  3.4 1227
2014 03 05 13 00 358  2.1 999 99.0 9999
2014 03 05 13 10   8  1.9 999 99.0 9999
2014 03 05 13 20   1  2.0 999 99.0 9999
2014 03 05 13 30   1  1.9 999 99.0 9999
2014 03 05 13 40   6  1.8 999 99.0 9999
2014 03 05 13 50  12  1.9   1  3.0 1314
2014 03 05 14 00  21  2.4 999 99.0 9999
2014 03 05 14 10  24  2.6 999 99.0 9999
2014 03 05 14 20  38  2.3 999 99.0 9999
2014 03 05 14 30  46  2.1 999 99.0 9999
2014 03 05 14 40  63  2.4 999 99.0 9999
2014 03 05 14 50  50  2.3  61  3.6 1350
2014 03 05 15 00  62  2.4 999 99.0 9999
2014 03 05 15 10  51  2.5 999 99.0 9999
2014 03 05 15 20  45  2.3 999 99.0 9999
2014 03 05 15 30  56  2.3 999 99.0 9999
2014 03 05 15 40  70  2.4 999 99.0 9999
2014 03 05 15 50  49  2.1  52  3.5 1521
2014 03 05 16 00  23  2.0 999 99.0 9999
2014 03 05 16 10  32  2.2 999 99.0 9999
2014 03 05 16 20  21  2.2 999 99.0 9999
2014 03 05 16 30  17  2.6 999 99.0 9999
2014 03 05 16 40  19  2.4 999 99.0 9999
2014 03 05 16 50  35  2.3  11  3.6 1626
2014 03 05 17 00  49  2.0 999 99.0 9999
2014 03 05 17 10  52  1.5 999 99.0 9999
2014 03 05 17 20  79  1.4 999 99.0 9999
2014 03 05 17 30  74  1.6 999 99.0 9999
2014 03 05 17 40  93  0.8 999 99.0 9999
2014 03 05 17 50  85  1.2  66  2.9 1653
2014 03 05 18 00  76  0.9 999 99.0 9999
2014 03 05 18 10  68  0.9 999 99.0 9999
2014 03 05 18 20 108  0.7 999 99.0 9999
2014 03 05 18 30 101  1.1 999 99.0 9999
2014 03 05 18 40 116  1.1 999 99.0 9999
2014 03 05 18 50 155  0.3 143  2.1 1831
2014 03 05 19 00 156  0.4 999 99.0 9999
2014 03 05 19 10 180  0.1 999 99.0 9999
2014 03 05 19 20 305  0.2 999 99.0 9999
2014 03 05 19 30 347  0.1 999 99.0 9999
2014 03 05 19 40 180  0.0 999 99.0 9999
2014 03 05 19 50 180  0.0 156  1.0 1855
2014 03 05 20 00 341  0.3 999 99.0 9999
2014 03 05 20 10  17  0.2 999 99.0 9999
2014 03 05 20 20  19  0.2 999 99.0 9999
2014 03 05 20 30 180  0.1 999 99.0 9999
2014 03 05 20 40  63  0.3 999 99.0 9999
2014 03 05 20 50  25  0.4  50  1.5 2049
2014 03 05 21 00  56  1.0 999 99.0 9999
2014 03 05 21 10  42  1.1 999 99.0 9999
2014 03 05 21 20  46  1.5 999 99.0 9999
2014 03 05 21 30  30  1.4 999 99.0 9999
2014 03 05 21 40  24  2.0 999 99.0 9999
2014 03 05 21 50  20  2.6  19  3.4 2149
2014 03 05 22 00  19  3.1 999 99.0 9999
2014 03 05 22 10  20  3.5 999 99.0 9999
2014 03 05 22 20  14  4.0 999 99.0 9999
2014 03 05 22 30  16  3.9 999 99.0 9999
2014 03 05 22 40  23  4.1 999 99.0 9999
2014 03 05 22 50  23  4.2  15  5.2 2235
2014 03 05 23 00  18  4.8 999 99.0 9999
2014 03 05 23 10   6  6.4 999 99.0 9999
2014 03 05 23 20   2  7.0 999 99.0 9999
2014 03 05 23 30   2  6.6 999 99.0 9999
2014 03 05 23 40   1  6.6 999 99.0 9999
2014 03 05 23 50 360  6.9 356  8.4 2310
2014 03 06 00 00  10  6.7 999 99.0 9999
2014 03 06 00 10  16  6.7 999 99.0 9999
2014 03 06 00 20  18  6.7 999 99.0 9999
2014 03 06 00 30  19  6.9 999 99.0 9999
2014 03 06 00 40  20  6.9 999 99.0 9999
2014 03 06 00 50  20  7.1  30  8.2 0047
2014 03 06 01 00  15  7.3 999 99.0 9999
2014 03 06 01 10  21  7.0 999 99.0 9999
2014 03 06 01 20  30  7.0 999 99.0 9999
2014 03 06 01 30  24  7.2 999 99.0 9999
2014 03 06 01 40  21  7.6 999 99.0 9999
2014 03 06 01 50  20  7.4  15  9.1 0050
2014 03 06 02 00  15  7.8 999 99.0 9999
2014 03 06 02 10  11  8.4 999 99.0 9999
2014 03 06 02 20   8  9.1 999 99.0 9999
2014 03 06 02 30   1  9.6 999 99.0 9999
2014 03 06 02 40   4 10.0 999 99.0 9999
2014 03 06 02 50   5 10.6   3 13.0 0249
2014 03 06 03 00   5 11.2 999 99.0 9999
2014 03 06 03 10   8 10.1 999 99.0 9999
2014 03 06 03 20  12 11.1 999 99.0 9999
2014 03 06 03 30   6 10.8 999 99.0 9999
2014 03 06 03 40   7 11.5 999 99.0 9999
2014 03 06 03 50  10 11.3   9 14.4 0335
2014 03 06 04 00  13 11.7 999 99.0 9999
2014 03 06 04 10  11 11.5 999 99.0 9999
2014 03 06 04 20  13 11.5 999 99.0 9999
2014 03 06 04 30  13 11.6 999 99.0 9999
2014 03 06 04 40  15 12.0 999 99.0 9999
2014 03 06 04 50   8 11.9 355 14.5 0444
2014 03 06 05 00  10 11.3 999 99.0 9999
2014 03 06 05 10  12 11.6 999 99.0 9999
2014 03 06 05 20  16 11.3 999 99.0 9999
2014 03 06 05 30  16 11.0 999 99.0 9999
2014 03 06 05 40  19 11.2 999 99.0 9999
2014 03 06 05 50  19 11.0   9 14.7 0503
2014 03 06 06 00  14 11.2 999 99.0 9999
2014 03 06 06 10  19 11.0 999 99.0 9999
2014 03 06 06 20  19 10.6 999 99.0 9999
2014 03 06 06 30  19 10.3 999 99.0 9999
2014 03 06 06 40  18 10.4 999 99.0 9999
2014 03 06 06 50  19 10.9  15 14.4 0602
2014 03 06 07 00  18 10.7 999 99.0 9999
2014 03 06 07 10  18 10.8 999 99.0 9999
2014 03 06 07 20  26 10.5 999 99.0 9999
2014 03 06 07 30  18 10.2 999 99.0 9999
2014 03 06 07 40  15 11.0 999 99.0 9999
2014 03 06 07 50  16 11.4  17 13.7 0710
2014 03 06 08 00  27 11.2 999 99.0 9999
2014 03 06 08 10  22 11.6 999 99.0 9999
2014 03 06 08 20  21 11.9 999 99.0 9999
2014 03 06 08 30  25 11.6 999 99.0 9999
2014 03 06 08 40  31 10.5 999 99.0 9999
2014 03 06 08 50  25 10.6  12 14.1 0817
2014 03 06 09 00  34 10.5 999 99.0 9999
2014 03 06 09 10  34 10.5 999 99.0 9999
2014 03 06 09 20  36 10.5 999 99.0 9999
2014 03 06 09 30  38 10.0 999 99.0 9999
2014 03 06 09 40  32  9.6 999 99.0 9999
2014 03 06 09 50  28  9.5  42 13.9 0857
2014 03 06 10 00  29  9.3 999 99.0 9999
2014 03 06 10 10  32 10.0 999 99.0 9999
2014 03 06 10 20  25 10.4 999 99.0 9999
2014 03 06 10 30  21 10.4 999 99.0 9999
2014 03 06 10 40  26  9.5 999 99.0 9999
2014 03 06 10 50  25  9.9  17 12.8 1014
2014 03 06 11 00  29 10.1 999 99.0 9999
2014 03 06 11 10  28  9.4 999 99.0 9999
2014 03 06 11 20  30 10.0 999 99.0 9999
2014 03 06 11 30  27 10.3 999 99.0 9999
2014 03 06 11 40  30 10.4 999 99.0 9999
2014 03 06 11 50  27  9.6  30 12.5 1126
2014 03 06 12 00  23  9.7 999 99.0 9999
2014 03 06 12 10  19  9.8 999 99.0 9999
2014 03 06 12 20  36  9.8 999 99.0 9999
2014 03 06 12 30  38  9.7 999 99.0 9999
2014 03 06 12 40  36  9.4 999 99.0 9999
2014 03 06 12 50  33  9.3  40 12.2 1227
2014 03 06 13 00  29  9.4 999 99.0 9999
2014 03 06 13 10  30  9.2 999 99.0 9999
2014 03 06 13 20  25  8.9 999 99.0 9999
2014 03 06 13 30  32  8.9 999 99.0 9999
2014 03 06 13 40  28  8.8 999 99.0 9999
2014 03 06 13 50  31  9.1  29 11.8 1318
2014 03 06 14 00  29  9.0 999 99.0 9999
2014 03 06 14 10  28  8.7 999 99.0 9999
2014 03 06 14 20  28  8.0 999 99.0 9999
2014 03 06 14 30  30  7.9 999 99.0 9999
2014 03 06 14 40  35  7.1 999 99.0 9999
2014 03 06 14 50  36  5.8  29 11.1 1355
2014 03 06 15 00  41  6.0 999 99.0 9999
2014 03 06 15 10  43  5.3 999 99.0 9999
2014 03 06 15 20  57  5.1 999 99.0 9999
2014 03 06 15 30  48  5.0 999 99.0 9999
2014 03 06 15 40  53  4.9 999 99.0 9999
2014 03 06 15 50  52  4.8  44  8.7 1451
2014 03 06 16 00  51  4.9 999 99.0 9999
2014 03 06 16 10  46  4.1 999 99.0 9999
2014 03 06 16 20  49  4.2 999 99.0 9999
2014 03 06 16 30  60  4.1 999 99.0 9999
2014 03 06 16 40  48  4.2 999 99.0 9999
2014 03 06 16 50  55  4.5  62  7.0 1553
2014 03 06 17 00  62  4.6 999 99.0 9999
2014 03 06 17 10  50  4.5 999 99.0 9999
2014 03 06 17 20  53  4.0 999 99.0 9999
2014 03 06 17 30  72  4.8 999 99.0 9999
2014 03 06 17 40  65  4.0 999 99.0 9999
2014 03 06 17 50  73  4.1  66  7.6 1651
2014 03 06 18 00  64  4.5 999 99.0 9999
2014 03 06 18 10  75  4.0 999 99.0 9999
2014 03 06 18 20  70  4.5 999 99.0 9999
2014 03 06 18 30  74  3.8 999 99.0 9999
2014 03 06 18 40  72  4.1 999 99.0 9999
2014 03 06 18 50  71  4.1  63  6.3 1811
2014 03 06 19 00  69  4.2 999 99.0 9999
2014 03 06 19 10  70  4.0 999 99.0 9999
2014 03 06 19 20  63  3.6 999 99.0 9999
2014 03 06 19 30  70  3.6 999 99.0 9999
2014 03 06 19 40  69  4.0 999 99.0 9999
2014 03 06 19 50  75  3.8  76  5.6 1853
2014 03 06 20 00  77  4.3 999 99.0 9999
2014 03 06 20 10  76  4.4 999 99.0 9999
2014 03 06 20 20  76  4.5 999 99.0 9999
2014 03 06 20 30  84  4.2 999 99.0 9999
2014 03 06 20 40  93  3.9 999 99.0 9999
2014 03 06 20 50 105  4.2  69  6.3 2008
2014 03 06 21 00 100  4.1 999 99.0 9999
2014 03 06 21 10 104  4.4 999 99.0 9999
2014 03 06 21 20 100  4.4 999 99.0 9999
2014 03 06 21 30 106  4.2 999 99.0 9999
2014 03 06 21 40 106  4.4 999 99.0 9999
2014 03 06 21 50 108  4.1 112  6.5 2104
2014 03 06 22 00  94  4.4 999 99.0 9999
2014 03 06 22 10 104  4.2 999 99.0 9999
2014 03 06 22 20 111  4.4 999 99.0 9999
2014 03 06 22 30 100  4.7 999 99.0 9999
2014 03 06 22 40 100  4.9 999 99.0 9999
2014 03 06 22 50  96  4.9  95  7.2 2235
2014 03 06 23 00  97  5.2 999 99.0 9999
2014 03 06 23 10  93  5.1 999 99.0 9999
2014 03 06 23 20  95  5.5 999 99.0 9999
2014 03 06 23 30  97  5.3 999 99.0 9999
2014 03 06 23 40  95  5.7 999 99.0 9999
2014 03 06 23 50  95  5.4 104  7.3 2338
2014 03 07 00 00  94  5.7 999 99.0 9999
2014 03 07 00 10  92  6.1 999 99.0 9999
2014 03 07 00 20  93  5.8 999 99.0 9999
2014 03 07 00 30  93  5.8 999 99.0 9999
2014 03 07 00 40  92  5.9 999 99.0 9999
2014 03 07 00 50  92  6.1 100  8.3 0002
2014 03 07 01 00  90  6.0 999 99.0 9999
2014 03 07 01 10  82  5.9 999 99.0 9999
2014 03 07 01 20  90  5.6 999 99.0 9999
2014 03 07 01 30  91  5.5 999 99.0 9999
2014 03 07 01 40  80  5.7 999 99.0 9999
2014 03 07 01 50  86  6.1 109  7.8 0054
2014 03 07 02 00  88  6.1 999 99.0 9999
2014 03 07 02 10  85  6.3 999 99.0 9999
2014 03 07 02 20  81  6.7 999 99.0 9999
2014 03 07 02 30  82  6.2 999 99.0 9999
2014 03 07 02 40  96  6.7 999 99.0 9999
2014 03 07 02 50  87  6.2 102  8.8 0236
2014 03 07 03 00  87  6.9 999 99.0 9999
2014 03 07 03 10  86  6.5 999 99.0 9999
2014 03 07 03 20  88  6.6 999 99.0 9999
2014 03 07 03 30  86  6.2 999 99.0 9999
2014 03 07 03 40  84  5.8 999 99.0 9999
2014 03 07 03 50  93  6.3  89  8.7 0252
2014 03 07 04 00  97  6.1 999 99.0 9999
2014 03 07 04 10  95  6.8 999 99.0 9999
2014 03 07 04 20  88  5.9 999 99.0 9999
2014 03 07 04 30  87  7.2 999 99.0 9999
2014 03 07 04 40  85  6.2 999 99.0 9999
2014 03 07 04 50  83  6.5  77  8.9 0421
2014 03 07 05 00  90  6.5 999 99.0 9999
2014 03 07 05 10  92  7.0 999 99.0 9999
2014 03 07 05 20  90  6.6 999 99.0 9999
2014 03 07 05 30  97  6.3 999 99.0 9999
2014 03 07 05 40 102  6.2 999 99.0 9999
2014 03 07 05 50  91  6.5  90  8.8 0548
2014 03 07 06 00  94  5.8 999 99.0 9999
2014 03 07 06 10  95  6.5 999 99.0 9999
2014 03 07 06 20  99  6.0 999 99.0 9999
2014 03 07 06 30  94  6.2 999 99.0 9999
2014 03 07 06 40 101  6.1 999 99.0 9999
2014 03 07 06 50  95  6.4  87  8.2 0647
2014 03 07 07 00  87  6.3 999 99.0 9999
2014 03 07 07 10  85  6.6 999 99.0 9999
2014 03 07 07 20  86  6.1 999 99.0 9999
2014 03 07 07 30  84  6.5 999 99.0 9999
2014 03 07 07 40  88  6.4 999 99.0 9999
2014 03 07 07 50  85  6.5  81  8.4 0744
2014 03 07 08 00  87  6.5 999 99.0 9999
2014 03 07 08 10  79  6.2 999 99.0 9999
2014 03 07 08 20  87  7.4 999 99.0 9999
2014 03 07 08 30  84  7.0 999 99.0 9999
2014 03 07 08 40  84  6.9 999 99.0 9999
2014 03 07 08 50  81  5.9  83  8.9 0812
2014 03 07 09 00  92  6.4 999 99.0 9999
2014 03 07 09 10  87  7.2 999 99.0 9999
2014 03 07 09 20  85  7.1 999 99.0 9999
2014 03 07 09 30  78  7.0 999 99.0 9999
2014 03 07 09 40  83  7.2 999 99.0 9999
2014 03 07 09 50  78  6.9  93  8.8 0905
2014 03 07 10 00  91  6.9 999 99.0 9999
2014 03 07 10 10  86  7.0 999 99.0 9999
2014 03 07 10 20  96  6.9 999 99.0 9999
2014 03 07 10 30  92  6.8 999 99.0 9999
2014 03 07 10 40  89  7.2 999 99.0 9999
2014 03 07 10 50  91  7.2  88  8.9 1036
2014 03 07 11 00  92  7.5 999 99.0 9999
2014 03 07 11 10  85  7.2 999 99.0 9999
2014 03 07 11 20  89  7.8 999 99.0 9999
2014 03 07 11 30  91  8.0 999 99.0 9999
2014 03 07 11 40  87  7.8 999 99.0 9999
2014 03 07 11 50  86  7.6  87  9.5 1123
2014 03 07 12 00  85  8.3 999 99.0 9999
2014 03 07 12 10  82  8.9 999 99.0 9999
2014 03 07 12 20  78  8.6 999 99.0 9999
2014 03 07 12 30  77  8.9 999 99.0 9999
2014 03 07 12 40  68  8.4 999 99.0 9999
2014 03 07 12 50  74  8.1  77 10.7 1205
2014 03 07 13 00  74  8.5 999 99.0 9999
2014 03 07 13 10  66  8.2 999 99.0 9999
2014 03 07 13 20  65  7.8 999 99.0 9999
2014 03 07 13 30  63  8.6 999 99.0 9999
2014 03 07 13 40  43  8.7 999 99.0 9999
2014 03 07 13 50  44  9.2  42 10.7 1250
2014 03 07 14 00  41  9.3 999 99.0 9999
2014 03 07 14 10  46  9.6 999 99.0 9999
2014 03 07 14 20  48  9.2 999 99.0 9999
2014 03 07 14 30  46  9.0 999 99.0 9999
2014 03 07 14 40  48  8.8 999 99.0 9999
2014 03 07 14 50  53  8.9  51 11.4 1407
2014 03 07 15 00  55  8.4 999 99.0 9999
2014 03 07 15 10  55  9.0 999 99.0 9999
2014 03 07 15 20  54  9.1 999 99.0 9999
2014 03 07 15 30  56  8.6 999 99.0 9999
2014 03 07 15 40  57  9.2 999 99.0 9999
2014 03 07 15 50  58  9.1  70 11.3 1548
2014 03 07 16 00  54  9.4 999 99.0 9999
2014 03 07 16 10  52  9.4 999 99.0 9999
2014 03 07 16 20  52  9.8 999 99.0 9999
2014 03 07 16 30  51  9.6 999 99.0 9999
2014 03 07 16 40  45  9.5 999 99.0 9999
2014 03 07 16 50  45  9.5  54 11.5 1614
2014 03 07 17 00  47  9.2 999 99.0 9999
2014 03 07 17 10  46  9.3 999 99.0 9999
2014 03 07 17 20  49  9.3 999 99.0 9999
2014 03 07 17 30  41  9.4 999 99.0 9999
2014 03 07 17 40  37  9.3 999 99.0 9999
2014 03 07 17 50  34  9.0  42 11.1 1733
2014 03 07 18 00  39  8.7 999 99.0 9999
2014 03 07 18 10  25  8.5 999 99.0 9999
2014 03 07 18 20  24  8.6 999 99.0 9999
2014 03 07 18 30  25  8.6 999 99.0 9999
2014 03 07 18 40  23  8.4 999 99.0 9999
2014 03 07 18 50  24  8.6  30 10.8 1751
2014 03 07 19 00  19  8.7 999 99.0 9999
2014 03 07 19 10  18  8.8 999 99.0 9999
2014 03 07 19 20  19  8.4 999 99.0 9999
2014 03 07 19 30  19  8.2 999 99.0 9999
2014 03 07 19 40  17  7.9 999 99.0 9999
2014 03 07 19 50  18  8.1  25 10.6 1853
2014 03 07 20 00  16  7.9 999 99.0 9999
2014 03 07 20 10   9  7.6 999 99.0 9999
2014 03 07 20 20   4  7.8 999 99.0 9999
2014 03 07 20 30  14  7.7 999 99.0 9999
2014 03 07 20 40  13  8.0 999 99.0 9999
2014 03 07 20 50   8  8.0   5  9.5 2044
2014 03 07 21 00  13  7.9 999 99.0 9999
2014 03 07 21 10  12  7.7 999 99.0 9999
2014 03 07 21 20  15  7.9 999 99.0 9999
2014 03 07 21 30  16  8.0 999 99.0 9999
2014 03 07 21 40  18  8.0 999 99.0 9999
2014 03 07 21 50  24  7.8  14  9.7 2132
2014 03 07 22 00  22  8.2 999 99.0 9999
2014 03 07 22 10  22  8.2 999 99.0 9999
2014 03 07 22 20  21  8.5 999 99.0 9999
2014 03 07 22 30  20  8.6 999 99.0 9999
2014 03 07 22 40  27  8.5 999 99.0 9999
2014 03 07 22 50  29  9.0  31 10.5 2246
2014 03 07 23 00  28  8.8 999 99.0 9999
2014 03 07 23 10  29  8.6 999 99.0 9999
2014 03 07 23 20  28  8.7 999 99.0 9999
2014 03 07 23 30  28  8.8 999 99.0 9999
2014 03 07 23 40  24  8.6 999 99.0 9999
2014 03 07 23 50  26  8.3  24 11.0 2252
2014 03 08 00 00  23  8.3 999 99.0 9999
2014 03 08 00 10  23  8.5 999 99.0 9999
2014 03 08 00 20  26  8.4 999 99.0 9999
2014 03 08 00 30  24  8.3 999 99.0 9999
2014 03 08 00 40  23  7.9 999 99.0 9999
2014 03 08 00 50  22  7.9  24 10.0 2352
2014 03 08 01 00  22  7.7 999 99.0 9999
2014 03 08 01 10  19  7.7 999 99.0 9999
2014 03 08 01 20  18  7.9 999 99.0 9999
2014 03 08 01 30  19  8.2 999 99.0 9999
2014 03 08 01 40  17  7.9 999 99.0 9999
2014 03 08 01 50  21  7.9  24 10.6 0149
2014 03 08 02 00  22  7.9 999 99.0 9999
2014 03 08 02 10  21  7.9 999 99.0 9999
2014 03 08 02 20  16  7.8 999 99.0 9999
2014 03 08 02 30  15  8.1 999 99.0 9999
2014 03 08 02 40  13  8.1 999 99.0 9999
2014 03 08 02 50   7  8.3  30 10.3 0219
2014 03 08 03 00   1  8.5 999 99.0 9999
2014 03 08 03 10   2  8.4 999 99.0 9999
2014 03 08 03 20   3  8.0 999 99.0 9999
2014 03 08 03 30   3  7.9 999 99.0 9999
2014 03 08 03 40   7  8.0 999 99.0 9999
2014 03 08 03 50   7  7.9 359 10.4 0307
2014 03 08 04 00   2  7.9 999 99.0 9999
2014 03 08 04 10   4  8.1 999 99.0 9999
2014 03 08 04 20   3  7.4 999 99.0 9999
2014 03 08 04 30   7  7.5 999 99.0 9999
2014 03 08 04 40   5  7.5 999 99.0 9999
2014 03 08 04 50   5  7.5 360  9.8 0406
2014 03 08 05 00   2  7.3 999 99.0 9999
2014 03 08 05 10   2  7.7 999 99.0 9999
2014 03 08 05 20   6  7.4 999 99.0 9999
2014 03 08 05 30   4  7.6 999 99.0 9999
2014 03 08 05 40   6  7.7 999 99.0 9999
2014 03 08 05 50   4  7.6   6  9.4 0544
2014 03 08 06 00 358  7.5 999 99.0 9999
2014 03 08 06 10 357  7.2 999 99.0 9999
2014 03 08 06 20 357  7.5 999 99.0 9999
2014 03 08 06 30 357  7.1 999 99.0 9999
2014 03 08 06 40 358  7.3 999 99.0 9999
2014 03 08 06 50 355  7.1 354  9.0 0553
2014 03 08 07 00 360  6.5 999 99.0 9999
2014 03 08 07 10   1  6.0 999 99.0 9999
2014 03 08 07 20 360  6.0 999 99.0 9999
2014 03 08 07 30 357  5.9 999 99.0 9999
2014 03 08 07 40 351  6.0 999 99.0 9999
2014 03 08 07 50 348  6.4 356  8.1 0654
2014 03 08 08 00 345  6.2 999 99.0 9999
2014 03 08 08 10 344  6.1 999 99.0 9999
2014 03 08 08 20 342  5.9 999 99.0 9999
2014 03 08 08 30 341  5.7 999 99.0 9999
2014 03 08 08 40 339  5.4 999 99.0 9999
2014 03 08 08 50 332  4.8 336  7.6 0753
2014 03 08 09 00 330  4.8 999 99.0 9999
2014 03 08 09 10 328  4.1 999 99.0 9999
2014 03 08 09 20 330  4.1 999 99.0 9999
2014 03 08 09 30 329  4.2 999 99.0 9999
2014 03 08 09 40 322  4.6 999 99.0 9999
2014 03 08 09 50 319  4.6 312  6.0 0944
2014 03 08 10 00 317  5.0 999 99.0 9999
2014 03 08 10 10 319  4.2 999 99.0 9999
2014 03 08 10 20 323  3.1 999 99.0 9999
2014 03 08 10 30 316  1.9 999 99.0 9999
2014 03 08 10 40 304  2.8 999 99.0 9999
2014 03 08 10 50 303  3.6 312  6.6 0955
2014 03 08 11 00 294  3.6 999 99.0 9999
2014 03 08 11 10 301  4.1 999 99.0 9999
2014 03 08 11 20 302  4.9 999 99.0 9999
2014 03 08 11 30 299  5.6 999 99.0 9999
2014 03 08 11 40 296  5.4 999 99.0 9999
2014 03 08 11 50 295  4.5 296  7.2 1129
2014 03 08 12 00 291  4.5 999 99.0 9999
2014 03 08 12 10 288  4.4 999 99.0 9999
2014 03 08 12 20 282  4.5 999 99.0 9999
2014 03 08 12 30 279  5.5 999 99.0 9999
2014 03 08 12 40 271  4.7 999 99.0 9999
2014 03 08 12 50 278  4.6 284  7.2 1222
2014 03 08 13 00 279  5.1 999 99.0 9999
2014 03 08 13 10 280  4.9 999 99.0 9999
2014 03 08 13 20 281  5.2 999 99.0 9999
2014 03 08 13 30 289  6.0 999 99.0 9999
2014 03 08 13 40 292  6.3 999 99.0 9999
2014 03 08 13 50 286  4.5 298  8.0 1333
2014 03 08 14 00 287  4.4 999 99.0 9999
2014 03 08 14 10 287  5.3 999 99.0 9999
2014 03 08 14 20 288  6.2 999 99.0 9999
2014 03 08 14 30 290  5.7 999 99.0 9999
2014 03 08 14 40 282  4.4 999 99.0 9999
2014 03 08 14 50 282  4.3 286  8.1 1418
2014 03 08 15 00 271  3.7 999 99.0 9999
2014 03 08 15 10 267  3.6 999 99.0 9999
2014 03 08 15 20 275  3.9 999 99.0 9999
2014 03 08 15 30 283  5.2 999 99.0 9999
2014 03 08 15 40 285  4.6 999 99.0 9999
2014 03 08 15 50 288  3.9 280  6.7 1527
2014 03 08 16 00 280  2.8 999 99.0 9999
2014 03 08 16 10 274  3.5 999 99.0 9999
2014 03 08 16 20 283  3.6 999 99.0 9999
2014 03 08 16 30 295  3.6 999 99.0 9999
2014 03 08 16 40 296  2.9 999 99.0 9999
2014 03 08 16 50 262  2.5 286  5.1 1616
2014 03 08 17 00 250  2.7 999 99.0 9999
2014 03 08 17 10 219  2.5 999 99.0 9999
2014 03 08 17 20 240  2.9 999 99.0 9999
2014 03 08 17 30 249  3.1 999 99.0 9999
2014 03 08 17 40 242  2.9 999 99.0 9999
2014 03 08 17 50 227  3.0 263  4.4 1720
2014 03 08 18 00 232  2.6 999 99.0 9999
2014 03 08 18 10 239  2.5 999 99.0 9999
2014 03 08 18 20 238  2.3 999 99.0 9999
2014 03 08 18 30 220  2.6 999 99.0 9999
2014 03 08 18 40 218  2.2 999 99.0 9999
2014 03 08 18 50 207  2.6 193  3.5 1842
2014 03 08 19 00 214  2.5 999 99.0 9999
2014 03 08 19 10 227  2.5 999 99.0 9999
2014 03 08 19 20 223  2.7 999 99.0 9999
2014 03 08 19 30 234  3.5 999 99.0 9999
2014 03 08 19 40 246  3.2 999 99.0 9999
2014 03 08 19 50 244  3.3 240  4.5 1923
2014 03 08 20 00 260  4.1 999 99.0 9999
2014 03 08 20 10 277  5.7 999 99.0 9999
2014 03 08 20 20 278  6.1 999 99.0 9999
2014 03 08 20 30 278  5.2 999 99.0 9999
2014 03 08 20 40 275  5.8 999 99.0 9999
2014 03 08 20 50 270  5.8 277  7.2 2018
2014 03 08 21 00 271  4.8 999 99.0 9999
2014 03 08 21 10 275  4.7 999 99.0 9999
2014 03 08 21 20 278  5.8 999 99.0 9999
2014 03 08 21 30 280  6.4 999 99.0 9999
2014 03 08 21 40 277  5.8 999 99.0 9999
2014 03 08 21 50 275  5.2 280  7.5 2129
2014 03 08 22 00 277  5.4 999 99.0 9999
2014 03 08 22 10 276  5.7 999 99.0 9999
2014 03 08 22 20 276  6.4 999 99.0 9999
2014 03 08 22 30 274  5.9 999 99.0 9999
2014 03 08 22 40 272  5.6 999 99.0 9999
2014 03 08 22 50 277  5.7 279  7.5 2212
2014 03 08 23 00 278  5.5 999 99.0 9999
2014 03 08 23 10 275  6.3 999 99.0 9999
2014 03 08 23 20 272  5.4 999 99.0 9999
2014 03 08 23 30 274  5.6 999 99.0 9999
2014 03 08 23 40 275  5.7 999 99.0 9999
2014 03 08 23 50 274  5.8 275  7.7 2305
2014 03 09 00 00 272  5.5 999 99.0 9999
2014 03 09 00 10 274  5.6 999 99.0 9999
2014 03 09 00 20 278  5.7 999 99.0 9999
2014 03 09 00 30 281  6.6 999 99.0 9999
2014 03 09 00 40 287  6.0 999 99.0 9999
2014 03 09 00 50 304  5.1 283  8.0 0025
2014 03 09 01 00 300  4.5 999 99.0 9999
2014 03 09 01 10 293  4.3 999 99.0 9999
2014 03 09 01 20 281  4.6 999 99.0 9999
2014 03 09 01 30 283  4.8 999 99.0 9999
2014 03 09 01 40 284  5.5 999 99.0 9999
2014 03 09 01 50 286  5.9 287  7.0 0147
2014 03 09 03 00 287  4.8 999 99.0 9999
2014 03 09 03 10 286  5.1 999 99.0 9999
2014 03 09 03 20 280  4.9 999 99.0 9999
2014 03 09 03 30 287  4.5 999 99.0 9999
2014 03 09 03 40 289  4.9 999 99.0 9999
2014 03 09 03 50 284  4.4 284  6.0 0309
2014 03 09 04 00 279  3.6 999 99.0 9999
2014 03 09 04 10 278  3.0 999 99.0 9999
2014 03 09 04 20 280  2.9 999 99.0 9999
2014 03 09 04 30 277  3.1 999 99.0 9999
2014 03 09 04 40 271  2.8 999 99.0 9999
