#YY  MM DD hh mm WDIR WSPD GDR GST GTIME
#yr  mo dy hr mn degT m/s degT m/s hhmm
2014 10 08 03 40 188 12.2 999 99.0 9999
2014 10 08 03 50 189 12.1 189 14.8 0336
2014 10 08 04 00 190 12.0 999 99.0 9999
2014 10 08 04 10 191 11.8 999 99.0 9999
2014 10 08 04 20 191 11.7 999 99.0 9999
2014 10 08 04 30 193 11.6 999 99.0 9999
2014 10 08 04 40 195 11.5 999 99.0 9999
2014 10 08 04 50 197 11.2 193 14.6 0355
2014 10 08 05 00 201 11.4 999 99.0 9999
2014 10 08 05 10 198 11.9 999 99.0 9999
2014 10 08 05 20 199 11.8 999 99.0 9999
2014 10 08 05 30 200 11.7 999 99.0 9999
2014 10 08 05 40 200 11.1 999 99.0 9999
2014 10 08 05 50 200 11.3 193 15.2 0508
2014 10 08 06 00 200 11.9 999 99.0 9999
2014 10 08 06 10 209 12.3 999 99.0 9999
2014 10 08 06 20 215 13.7 999 99.0 9999
2014 10 08 06 30 213 13.5 999 99.0 9999
2014 10 08 06 40 209 12.0 999 99.0 9999
2014 10 08 06 50 209 11.5 219 17.8 0614
2014 10 08 07 00 213 11.8 999 99.0 9999
2014 10 08 07 10 208 10.9 999 99.0 9999
2014 10 08 07 20 205 10.8 999 99.0 9999
2014 10 08 07 30 206 11.2 999 99.0 9999
2014 10 08 07 40 206 10.9 999 99.0 9999
2014 10 08 07 50 207 11.1 208 14.0 0701
2014 10 08 08 00 210 10.5 999 99.0 9999
2014 10 08 08 10 211 10.4 999 99.0 9999
2014 10 08 08 20 212 10.1 999 99.0 9999
2014 10 08 08 30 213 10.1 999 99.0 9999
2014 10 08 08 40 210  9.8 999 99.0 9999
2014 10 08 08 50 209 10.7 205 13.0 0846
2014 10 08 09 00 210 11.0 999 99.0 9999
2014 10 08 09 10 209 11.0 999 99.0 9999
2014 10 08 09 20 210 10.9 999 99.0 9999
2014 10 08 09 30 210 11.0 999 99.0 9999
2014 10 08 09 40 212 10.6 999 99.0 9999
2014 10 08 09 50 213 11.1 208 13.9 0904
2014 10 08 10 00 214 10.4 999 99.0 9999
2014 10 08 10 10 216 10.8 999 99.0 9999
2014 10 08 10 20 216 11.0 999 99.0 9999
2014 10 08 10 30 217 10.9 999 99.0 9999
2014 10 08 10 40 220 11.0 999 99.0 9999
2014 10 08 10 50 224 10.6 221 13.2 1033
2014 10 08 11 00 222 11.0 999 99.0 9999
2014 10 08 11 10 222 11.4 999 99.0 9999
2014 10 08 11 20 223 10.9 999 99.0 9999
2014 10 08 11 30 225 10.7 999 99.0 9999
2014 10 08 11 40 231  9.9 999 99.0 9999
2014 10 08 11 50 234  9.5 222 13.5 1102
2014 10 08 12 00 235  9.9 999 99.0 9999
2014 10 08 12 10 236 10.2 999 99.0 9999
2014 10 08 12 20 235  9.5 999 99.0 9999
2014 10 08 12 30 237  8.8 999 99.0 9999
2014 10 08 12 40 238  8.6 999 99.0 9999
2014 10 08 12 50 237  8.7 235 12.6 1158
2014 10 08 13 00 237  8.6 999 99.0 9999
2014 10 08 13 10 237  8.5 999 99.0 9999
2014 10 08 13 20 239  8.4 999 99.0 9999
2014 10 08 13 30 240  8.5 999 99.0 9999
2014 10 08 13 40 241  8.3 999 99.0 9999
2014 10 08 13 50 244  7.7 237 10.6 1305
2014 10 08 14 00 244  7.5 999 99.0 9999
2014 10 08 14 10 244  7.3 999 99.0 9999
2014 10 08 14 20 244  7.1 999 99.0 9999
2014 10 08 14 30 243  7.4 999 99.0 9999
2014 10 08 14 40 242  7.3 999 99.0 9999
2014 10 08 14 50 245  7.0 245  9.1 1428
2014 10 08 15 00 242  6.7 999 99.0 9999
2014 10 08 15 10 246  6.0 999 99.0 9999
2014 10 08 15 20 246  5.9 999 99.0 9999
2014 10 08 15 30 243  5.6 999 99.0 9999
2014 10 08 15 40 241  5.4 999 99.0 9999
2014 10 08 15 50 242  5.2 240  7.9 1459
2014 10 08 17 00 234  3.5 999 99.0 9999
2014 10 08 17 10 236  3.2 999 99.0 9999
2014 10 08 17 20 240  2.8 999 99.0 9999
2014 10 08 17 30 254  2.5 999 99.0 9999
2014 10 08 17 40 256  2.0 999 99.0 9999
2014 10 08 17 50 284  3.2 286  4.2 1745
2014 10 08 18 00 281  3.1 999 99.0 9999
2014 10 08 18 10 282  2.7 999 99.0 9999
2014 10 08 18 20 282  2.5 999 99.0 9999
2014 10 08 18 30 284  2.8 999 99.0 9999
2014 10 08 18 40 283  2.4 999 99.0 9999
2014 10 08 18 50 281  2.0 248  5.2 1759
2014 10 08 19 00 289  2.1 999 99.0 9999
2014 10 08 19 10 293  2.4 999 99.0 9999
2014 10 08 19 20 285  1.9 999 99.0 9999
2014 10 08 19 30 276  1.9 999 99.0 9999
2014 10 08 19 40 260  1.6 999 99.0 9999
2014 10 08 19 50 237  1.4 295  3.2 1902
2014 10 08 20 00 230  1.3 999 99.0 9999
2014 10 08 20 10 212  1.1 999 99.0 9999
2014 10 08 20 20 169  2.3 999 99.0 9999
2014 10 08 20 30 177  2.2 999 99.0 9999
2014 10 08 20 40 179  2.2 999 99.0 9999
2014 10 08 20 50 183  1.5 182  4.4 2035
2014 10 08 21 00 178  0.7 999 99.0 9999
2014 10 08 21 10 251  0.3 999 99.0 9999
2014 10 08 21 20 278  1.4 999 99.0 9999
2014 10 08 21 30 288  2.0 999 99.0 9999
2014 10 08 21 40 282  1.9 999 99.0 9999
2014 10 08 21 50 278  2.2 280  2.9 2146
2014 10 08 22 00 264  1.5 999 99.0 9999
2014 10 08 22 10 215  1.1 999 99.0 9999
2014 10 08 22 20 235  1.6 999 99.0 9999
2014 10 08 22 30 246  1.0 999 99.0 9999
2014 10 08 22 40 251  1.1 999 99.0 9999
2014 10 08 22 50 261  1.4 286  2.2 2151
2014 10 08 23 00 257  1.7 999 99.0 9999
2014 10 08 23 10 255  2.0 999 99.0 9999
2014 10 08 23 20 255  2.0 999 99.0 9999
2014 10 08 23 30 258  1.8 999 99.0 9999
2014 10 08 23 40 260  1.8 999 99.0 9999
2014 10 08 23 50 261  1.8 250  3.0 2305
2014 10 09 00 00 248  1.6 999 99.0 9999
2014 10 09 00 10 245  1.9 999 99.0 9999
2014 10 09 00 20 242  2.1 999 99.0 9999
2014 10 09 00 30 245  2.0 999 99.0 9999
2014 10 09 00 40 236  2.1 999 99.0 9999
2014 10 09 00 50 229  2.3 232  2.8 0042
2014 10 09 01 00 227  2.3 999 99.0 9999
2014 10 09 01 10 223  2.6 999 99.0 9999
2014 10 09 01 20 217  3.0 999 99.0 9999
2014 10 09 01 30 224  2.8 999 99.0 9999
2014 10 09 01 40 224  2.6 999 99.0 9999
2014 10 09 01 50 231  2.4 231  3.4 0124
2014 10 09 02 00 234  2.6 999 99.0 9999
2014 10 09 02 10 239  2.7 999 99.0 9999
2014 10 09 02 20 243  2.7 999 99.0 9999
2014 10 09 02 30 244  2.6 999 99.0 9999
2014 10 09 02 40 246  2.3 999 99.0 9999
2014 10 09 02 50 244  2.1 240  3.2 0213
2014 10 09 03 00 247  2.2 999 99.0 9999
2014 10 09 03 10 247  2.5 999 99.0 9999
2014 10 09 03 20 247  2.7 999 99.0 9999
2014 10 09 03 30 263  2.9 999 99.0 9999
2014 10 09 03 40 268  4.6 999 99.0 9999
2014 10 09 03 50 278  6.3 285  9.4 0347
2014 10 09 04 00 280  7.3 999 99.0 9999
2014 10 09 04 10 286  7.6 999 99.0 9999
2014 10 09 04 20 297  9.1 999 99.0 9999
2014 10 09 04 30 309 10.0 999 99.0 9999
2014 10 09 04 40 316  9.8 999 99.0 9999
2014 10 09 04 50 323 10.5 327 12.2 0447
2014 10 09 05 00 330 10.3 999 99.0 9999
2014 10 09 05 10 335 10.1 999 99.0 9999
2014 10 09 05 20 329  9.8 999 99.0 9999
2014 10 09 05 30 330  9.9 999 99.0 9999
2014 10 09 05 40 334  9.7 999 99.0 9999
2014 10 09 05 50 331  9.3 334 12.0 0502
2014 10 09 06 00 326  8.9 999 99.0 9999
2014 10 09 06 10 330  8.8 999 99.0 9999
2014 10 09 06 20 333  8.2 999 99.0 9999
2014 10 09 06 30 326  8.2 999 99.0 9999
2014 10 09 06 40 324  7.8 999 99.0 9999
2014 10 09 06 50 322  7.4 331 10.8 0602
2014 10 09 07 00 321  7.4 999 99.0 9999
2014 10 09 07 10 321  6.8 999 99.0 9999
2014 10 09 07 20 323  7.1 999 99.0 9999
2014 10 09 07 30 316  7.1 999 99.0 9999
2014 10 09 07 40 312  7.0 999 99.0 9999
2014 10 09 07 50 311  7.8 300  9.8 0736
2014 10 09 08 00 314  7.4 999 99.0 9999
2014 10 09 08 10 308  6.9 999 99.0 9999
2014 10 09 08 20 307  6.5 999 99.0 9999
2014 10 09 08 30 304  6.7 999 99.0 9999
2014 10 09 08 40 305  6.7 999 99.0 9999
2014 10 09 08 50 304  6.5 315  9.3 0756
2014 10 09 09 00 301  6.4 999 99.0 9999
2014 10 09 09 10 303  6.7 999 99.0 9999
2014 10 09 09 20 300  6.8 999 99.0 9999
2014 10 09 09 30 302  7.2 999 99.0 9999
2014 10 09 09 40 309  6.9 999 99.0 9999
2014 10 09 09 50 309  6.8 300  8.7 0921
2014 10 09 10 00 303  6.9 999 99.0 9999
2014 10 09 10 10 300  6.5 999 99.0 9999
2014 10 09 10 20 303  6.6 999 99.0 9999
2014 10 09 10 30 302  6.7 999 99.0 9999
2014 10 09 10 40 303  6.8 999 99.0 9999
2014 10 09 10 50 308  7.1 300  9.0 1029
2014 10 09 11 00 310  7.8 999 99.0 9999
2014 10 09 11 10 304  8.7 999 99.0 9999
2014 10 09 11 20 298  7.9 999 99.0 9999
2014 10 09 11 30 299  7.6 999 99.0 9999
2014 10 09 11 40 314  7.3 999 99.0 9999
2014 10 09 11 50 324  7.1 307 10.7 1109
2014 10 09 12 00 325  7.1 999 99.0 9999
2014 10 09 12 10 332  7.3 999 99.0 9999
2014 10 09 12 20 332  6.9 999 99.0 9999
2014 10 09 12 30 324  6.9 999 99.0 9999
2014 10 09 12 40 322  7.5 999 99.0 9999
2014 10 09 12 50 333  7.6 340  9.6 1239
2014 10 09 13 00 335  6.7 999 99.0 9999
2014 10 09 13 10 339  6.9 999 99.0 9999
2014 10 09 13 20 334  6.5 999 99.0 9999
2014 10 09 13 30 333  6.5 999 99.0 9999
2014 10 09 13 40 339  6.5 999 99.0 9999
2014 10 09 13 50 338  5.9 340  8.6 1303
2014 10 09 14 00 338  5.4 999 99.0 9999
2014 10 09 14 10 346  5.1 999 99.0 9999
2014 10 09 14 20 335  4.6 999 99.0 9999
2014 10 09 14 30 336  4.4 999 99.0 9999
2014 10 09 14 40 337  4.2 999 99.0 9999
2014 10 09 14 50 338  3.9 339  6.9 1351
2014 10 09 15 00 329  4.3 999 99.0 9999
2014 10 09 15 10 334  4.4 999 99.0 9999
2014 10 09 15 20 343  3.6 999 99.0 9999
2014 10 09 15 30 333  3.9 999 99.0 9999
2014 10 09 15 40 336  3.6 999 99.0 9999
2014 10 09 15 50 337  3.3 340  5.4 1502
2014 10 09 16 00 335  3.4 999 99.0 9999
2014 10 09 16 10 332  2.7 999 99.0 9999
2014 10 09 16 20 333  1.8 999 99.0 9999
2014 10 09 16 30 317  1.6 999 99.0 9999
2014 10 09 16 40 303  1.2 999 99.0 9999
2014 10 09 16 50 317  1.4 339  4.3 1551
2014 10 09 17 00 277  1.1 999 99.0 9999
2014 10 09 17 10 236  1.4 999 99.0 9999
2014 10 09 17 20 252  1.6 999 99.0 9999
2014 10 09 17 30 235  1.2 999 99.0 9999
2014 10 09 17 40 252  2.2 999 99.0 9999
2014 10 09 17 50 241  1.5 255  3.0 1733
2014 10 09 18 00 227  1.3 999 99.0 9999
2014 10 09 18 10 220  0.7 999 99.0 9999
2014 10 09 18 20 202  1.7 999 99.0 9999
2014 10 09 18 30 187  1.4 999 99.0 9999
2014 10 09 18 40 181  2.3 999 99.0 9999
2014 10 09 18 50 183  3.4 185  4.9 1849
2014 10 09 19 00 190  3.5 999 99.0 9999
2014 10 09 19 10 188  3.3 999 99.0 9999
2014 10 09 19 20 194  3.4 999 99.0 9999
2014 10 09 19 30 195  4.1 999 99.0 9999
2014 10 09 19 40 203  4.3 999 99.0 9999
2014 10 09 19 50 201  4.5 198  5.9 1937
2014 10 09 20 00 201  4.7 999 99.0 9999
2014 10 09 20 10 208  4.5 999 99.0 9999
2014 10 09 20 20 208  4.4 999 99.0 9999
2014 10 09 20 30 205  4.7 999 99.0 9999
2014 10 09 20 40 207  5.3 999 99.0 9999
2014 10 09 20 50 210  5.5 212  6.9 2046
2014 10 09 21 00 209  5.9 999 99.0 9999
2014 10 09 21 10 212  6.6 999 99.0 9999
2014 10 09 21 20 216  7.2 999 99.0 9999
2014 10 09 21 30 216  7.6 999 99.0 9999
2014 10 09 21 40 220  7.8 999 99.0 9999
2014 10 09 21 50 218  7.5 219  9.3 2132
2014 10 09 22 00 218  7.3 999 99.0 9999
2014 10 09 22 10 219  6.8 999 99.0 9999
2014 10 09 22 20 220  7.0 999 99.0 9999
2014 10 09 22 30 223  6.1 999 99.0 9999
2014 10 09 22 40 227  5.9 999 99.0 9999
2014 10 09 22 50 241  6.2 221  8.7 2215
2014 10 09 23 00 242  6.1 999 99.0 9999
2014 10 09 23 10 244  6.3 999 99.0 9999
2014 10 09 23 20 243  6.4 999 99.0 9999
2014 10 09 23 30 245  6.6 999 99.0 9999
2014 10 09 23 40 245  5.8 999 99.0 9999
2014 10 09 23 50 238  5.9 243  7.6 2324
2014 10 10 00 00 230  5.9 999 99.0 9999
2014 10 10 00 10 227  5.7 999 99.0 9999
2014 10 10 00 20 222  5.9 999 99.0 9999
2014 10 10 00 30 223  6.4 999 99.0 9999
2014 10 10 00 40 222  6.4 999 99.0 9999
2014 10 10 00 50 225  6.3 222  7.6 0039
2014 10 10 01 00 226  5.7 999 99.0 9999
2014 10 10 01 10 227  5.5 999 99.0 9999
2014 10 10 01 20 227  5.9 999 99.0 9999
2014 10 10 01 30 227  5.6 999 99.0 9999
2014 10 10 01 40 219  5.5 999 99.0 9999
2014 10 10 01 50 212  5.9 212  7.0 0148
2014 10 10 02 00 209  6.3 999 99.0 9999
2014 10 10 02 10 210  6.4 999 99.0 9999
2014 10 10 02 20 213  6.2 999 99.0 9999
2014 10 10 02 30 213  6.2 999 99.0 9999
2014 10 10 02 40 212  6.2 999 99.0 9999
2014 10 10 02 50 210  6.4 211  7.8 0232
2014 10 10 03 00 214  6.2 999 99.0 9999
2014 10 10 03 10 212  6.2 999 99.0 9999
2014 10 10 03 20 216  6.9 999 99.0 9999
2014 10 10 03 30 218  6.5 999 99.0 9999
2014 10 10 03 40 218  7.1 999 99.0 9999
2014 10 10 03 50 216  7.1 215  8.4 0338
2014 10 10 04 00 216  7.0 999 99.0 9999
2014 10 10 04 10 218  7.4 999 99.0 9999
2014 10 10 04 20 219  7.2 999 99.0 9999
2014 10 10 04 30 217  7.4 999 99.0 9999
2014 10 10 04 40 217  7.7 999 99.0 9999
2014 10 10 04 50 216  7.9 214  9.3 0431
2014 10 10 05 00 215  8.0 999 99.0 9999
2014 10 10 05 10 215  7.9 999 99.0 9999
2014 10 10 05 20 218  7.3 999 99.0 9999
2014 10 10 05 30 216  7.5 999 99.0 9999
2014 10 10 05 40 218  7.4 999 99.0 9999
2014 10 10 05 50 219  7.6 217  9.3 0459
2014 10 10 06 00 225  7.1 999 99.0 9999
2014 10 10 06 10 224  7.2 999 99.0 9999
2014 10 10 06 20 231  6.7 999 99.0 9999
2014 10 10 06 30 231  6.9 999 99.0 9999
2014 10 10 06 40 236  6.9 999 99.0 9999
2014 10 10 06 50 248  7.3 245  9.0 0645
2014 10 10 08 00 268  5.9 999 99.0 9999
2014 10 10 08 10 273  5.5 999 99.0 9999
2014 10 10 08 20 284  4.6 999 99.0 9999
2014 10 10 08 30 296  4.4 999 99.0 9999
2014 10 10 08 40 311  4.8 999 99.0 9999
2014 10 10 08 50 317  4.9 266  6.9 0758
2014 10 10 09 00 323  4.8 999 99.0 9999
2014 10 10 09 10 326  4.5 999 99.0 9999
2014 10 10 09 20 335  4.4 999 99.0 9999
2014 10 10 09 30 338  4.5 999 99.0 9999
2014 10 10 09 40 339  4.2 999 99.0 9999
2014 10 10 09 50 343  4.4 326  5.8 0855
2014 10 10 10 00 341  4.4 999 99.0 9999
2014 10 10 10 10 342  4.5 999 99.0 9999
2014 10 10 10 20 338  4.5 999 99.0 9999
2014 10 10 10 30 352  4.3 999 99.0 9999
2014 10 10 10 40 356  4.2 999 99.0 9999
2014 10 10 10 50   1  4.6 329  5.7 1013
2014 10 10 11 00   5  4.5 999 99.0 9999
2014 10 10 11 10  17  4.2 999 99.0 9999
2014 10 10 11 20  30  4.0 999 99.0 9999
2014 10 10 11 30  35  4.2 999 99.0 9999
2014 10 10 11 40  35  4.5 999 99.0 9999
2014 10 10 11 50  36  5.1  30  6.2 1144
2014 10 10 12 00  47  5.2 999 99.0 9999
2014 10 10 12 10  42  5.1 999 99.0 9999
2014 10 10 12 20  39  4.6 999 99.0 9999
2014 10 10 12 30  45  4.4 999 99.0 9999
2014 10 10 12 40  44  4.5 999 99.0 9999
2014 10 10 12 50  51  4.5  38  6.4 1209
2014 10 10 13 00  46  4.3 999 99.0 9999
2014 10 10 13 10  45  4.5 999 99.0 9999
2014 10 10 13 20  46  4.4 999 99.0 9999
2014 10 10 13 30  50  4.8 999 99.0 9999
2014 10 10 13 40  55  4.5 999 99.0 9999
2014 10 10 13 50  60  4.6  61  5.9 1336
