#YY  MM DD hh mm WDIR WSPD GDR GST GTIME
#yr  mo dy hr mn degT m/s degT m/s hhmm
2014 10 10 14 00  63  4.7 999 99.0 9999
2014 10 10 14 10  69  4.3 999 99.0 9999
2014 10 10 14 20  67  4.4 999 99.0 9999
2014 10 10 14 30  67  4.6 999 99.0 9999
2014 10 10 14 40  69  4.3 999 99.0 9999
2014 10 10 14 50  78  4.4  57  5.9 1423
2014 10 10 15 00  74  4.3 999 99.0 9999
2014 10 10 15 10  71  4.0 999 99.0 9999
2014 10 10 15 20  80  4.4 999 99.0 9999
2014 10 10 15 30  89  4.3 999 99.0 9999
2014 10 10 15 40  90  4.4 999 99.0 9999
2014 10 10 15 50  93  4.3  67  6.2 1506
2014 10 10 16 00  82  4.1 999 99.0 9999
2014 10 10 16 10  84  3.6 999 99.0 9999
2014 10 10 16 20  90  3.7 999 99.0 9999
2014 10 10 16 30  89  3.5 999 99.0 9999
2014 10 10 16 40  94  3.2 999 99.0 9999
2014 10 10 16 50  93  3.1  90  5.1 1550
2014 10 10 17 00  91  3.2 999 99.0 9999
2014 10 10 17 10  97  3.3 999 99.0 9999
2014 10 10 17 20  86  2.9 999 99.0 9999
2014 10 10 17 30 105  2.7 999 99.0 9999
2014 10 10 17 40  87  3.3 999 99.0 9999
2014 10 10 17 50  87  3.2  82  4.7 1711
2014 10 10 18 00  80  2.9 999 99.0 9999
2014 10 10 18 10  83  3.3 999 99.0 9999
2014 10 10 18 20  80  3.7 999 99.0 9999
2014 10 10 18 30  79  3.0 999 99.0 9999
2014 10 10 18 40  78  2.3 999 99.0 9999
2014 10 10 18 50  36  1.6  77  4.5 1813
2014 10 10 19 00 360  2.2 999 99.0 9999
2014 10 10 19 10  19  3.3 999 99.0 9999
2014 10 10 19 20  22  4.6 999 99.0 9999
2014 10 10 19 30  30  5.2 999 99.0 9999
2014 10 10 19 40  40  6.0 999 99.0 9999
2014 10 10 19 50  34  5.7  45  7.2 1938
2014 10 10 20 00  29  5.4 999 99.0 9999
2014 10 10 20 10  37  5.3 999 99.0 9999
2014 10 10 20 20  41  4.9 999 99.0 9999
2014 10 10 20 30  34  4.6 999 99.0 9999
2014 10 10 20 40  53  5.3 999 99.0 9999
2014 10 10 20 50  60  5.7  57  7.7 2049
2014 10 10 21 00  57  6.2 999 99.0 9999
2014 10 10 21 10  56  6.1 999 99.0 9999
2014 10 10 21 20  58  5.7 999 99.0 9999
2014 10 10 21 30  61  5.5 999 99.0 9999
2014 10 10 21 40  64  5.0 999 99.0 9999
2014 10 10 21 50  61  4.9  59  8.1 2052
2014 10 10 22 00  71  5.1 999 99.0 9999
2014 10 10 22 10  68  4.8 999 99.0 9999
2014 10 10 22 20  72  4.9 999 99.0 9999
2014 10 10 22 30  81  5.0 999 99.0 9999
2014 10 10 22 40  83  5.1 999 99.0 9999
2014 10 10 22 50  83  5.4  82  6.0 2239
2014 10 10 23 00  80  5.3 999 99.0 9999
2014 10 10 23 10  82  5.1 999 99.0 9999
2014 10 10 23 20  84  5.0 999 99.0 9999
2014 10 10 23 30  84  4.1 999 99.0 9999
2014 10 10 23 40  77  4.4 999 99.0 9999
2014 10 10 23 50  79  4.0  80  6.0 2253
2014 10 11 00 00  87  3.9 999 99.0 9999
2014 10 11 00 10  92  3.2 999 99.0 9999
2014 10 11 00 20 100  2.5 999 99.0 9999
2014 10 11 00 30 172  2.8 999 99.0 9999
2014 10 11 00 40 207  3.3 999 99.0 9999
2014 10 11 00 50 207  3.3  86  4.5 2356
2014 10 11 01 00 202  2.8 999 99.0 9999
2014 10 11 01 10 206  2.0 999 99.0 9999
2014 10 11 01 20 225  1.2 999 99.0 9999
2014 10 11 01 30 246  1.2 999 99.0 9999
2014 10 11 01 40 265  1.3 999 99.0 9999
2014 10 11 01 50 273  1.2 205  3.7 0050
2014 10 11 02 00 299  1.7 999 99.0 9999
2014 10 11 02 10 359  3.7 999 99.0 9999
2014 10 11 02 20  26  4.9 999 99.0 9999
2014 10 11 02 30  28  4.9 999 99.0 9999
2014 10 11 02 40  28  5.6 999 99.0 9999
2014 10 11 02 50  25  7.1  23  8.5 0246
2014 10 11 03 00  28  7.3 999 99.0 9999
2014 10 11 03 10  29  8.0 999 99.0 9999
2014 10 11 03 20  32  8.0 999 99.0 9999
2014 10 11 03 30  36  8.0 999 99.0 9999
2014 10 11 03 40  39  7.6 999 99.0 9999
2014 10 11 03 50  45  7.4  31  9.7 0315
2014 10 11 04 00  52  7.6 999 99.0 9999
2014 10 11 04 10  59  7.6 999 99.0 9999
2014 10 11 04 20  63  7.3 999 99.0 9999
2014 10 11 04 30  63  6.9 999 99.0 9999
2014 10 11 04 40  64  7.2 999 99.0 9999
2014 10 11 04 50  70  6.6  64  8.7 0406
2014 10 11 05 00  80  5.2 999 99.0 9999
2014 10 11 05 10  92  4.3 999 99.0 9999
2014 10 11 05 20  93  3.9 999 99.0 9999
2014 10 11 05 30  90  3.9 999 99.0 9999
2014 10 11 05 40  95  3.8 999 99.0 9999
2014 10 11 05 50  98  3.8  75  7.2 0450
2014 10 11 06 00 105  4.2 999 99.0 9999
2014 10 11 06 10 106  4.2 999 99.0 9999
2014 10 11 06 20 104  4.6 999 99.0 9999
2014 10 11 06 30 105  4.6 999 99.0 9999
2014 10 11 06 40 105  4.8 999 99.0 9999
2014 10 11 06 50 108  5.2 108  6.1 0648
2014 10 11 07 00 105  5.2 999 99.0 9999
2014 10 11 07 10 110  5.0 999 99.0 9999
2014 10 11 07 20 110  5.2 999 99.0 9999
2014 10 11 07 30 121  5.3 999 99.0 9999
2014 10 11 07 40 125  5.7 999 99.0 9999
2014 10 11 07 50 126  6.2 120  7.3 0739
2014 10 11 08 00 128  5.7 999 99.0 9999
2014 10 11 08 10 135  5.2 999 99.0 9999
2014 10 11 08 20 137  5.1 999 99.0 9999
2014 10 11 08 30 156  4.9 999 99.0 9999
2014 10 11 08 40 164  4.9 999 99.0 9999
2014 10 11 08 50 175  4.7 118  6.7 0751
2014 10 11 09 00 195  5.2 999 99.0 9999
2014 10 11 09 10 202  5.6 999 99.0 9999
2014 10 11 09 20 210  6.6 999 99.0 9999
2014 10 11 09 30 215  7.2 999 99.0 9999
2014 10 11 09 40 218  8.0 999 99.0 9999
2014 10 11 09 50 220  8.0 215 10.2 0938
2014 10 11 10 00 222  8.0 999 99.0 9999
2014 10 11 10 10 223  7.5 999 99.0 9999
2014 10 11 10 20 225  7.2 999 99.0 9999
2014 10 11 10 30 225  7.0 999 99.0 9999
2014 10 11 10 40 229  7.2 999 99.0 9999
2014 10 11 10 50 229  7.1 220  9.7 0951
2014 10 11 11 00 230  6.7 999 99.0 9999
2014 10 11 11 10 232  6.5 999 99.0 9999
2014 10 11 11 20 236  6.1 999 99.0 9999
2014 10 11 11 30 233  6.6 999 99.0 9999
2014 10 11 11 40 232  6.8 999 99.0 9999
2014 10 11 11 50 233  6.3 232  8.1 1134
2014 10 11 12 00 238  5.3 999 99.0 9999
2014 10 11 12 10 237  5.1 999 99.0 9999
2014 10 11 12 20 238  4.9 999 99.0 9999
2014 10 11 12 30 243  4.8 999 99.0 9999
2014 10 11 12 40 241  4.5 999 99.0 9999
2014 10 11 12 50 239  5.6 233  7.6 1249
2014 10 11 13 00 234  5.5 999 99.0 9999
2014 10 11 13 10 238  5.4 999 99.0 9999
2014 10 11 13 20 230  5.5 999 99.0 9999
2014 10 11 13 30 231  6.0 999 99.0 9999
2014 10 11 13 40 232  5.9 999 99.0 9999
2014 10 11 13 50 231  6.5 231  7.7 1345
2014 10 11 14 00 236  6.4 999 99.0 9999
2014 10 11 14 10 241  5.8 999 99.0 9999
2014 10 11 14 20 255  5.6 999 99.0 9999
2014 10 11 14 30 286  6.1 999 99.0 9999
2014 10 11 14 40 291  6.1 999 99.0 9999
2014 10 11 14 50 286  5.6 238  7.6 1354
2014 10 11 15 00 284  5.6 999 99.0 9999
2014 10 11 15 10 317  7.5 999 99.0 9999
2014 10 11 15 20 328  9.6 999 99.0 9999
2014 10 11 15 30 333 10.2 999 99.0 9999
2014 10 11 15 40 337 10.5 999 99.0 9999
2014 10 11 15 50 344  9.8 335 12.5 1529
2014 10 11 16 00 352  9.6 999 99.0 9999
2014 10 11 16 10 358 10.0 999 99.0 9999
2014 10 11 16 20   5  9.7 999 99.0 9999
2014 10 11 16 30   1  9.5 999 99.0 9999
2014 10 11 16 40   4  9.3 999 99.0 9999
2014 10 11 16 50  15  9.8   6 11.8 1609
2014 10 11 17 00  20 10.3 999 99.0 9999
2014 10 11 17 10  23 10.0 999 99.0 9999
2014 10 11 17 20  25  9.7 999 99.0 9999
2014 10 11 17 30  22  9.2 999 99.0 9999
2014 10 11 17 40  22  9.4 999 99.0 9999
2014 10 11 17 50  30  9.3  18 12.2 1653
2014 10 11 18 00  33  9.3 999 99.0 9999
2014 10 11 18 10  39  9.1 999 99.0 9999
2014 10 11 18 20  36  9.2 999 99.0 9999
2014 10 11 18 30  35  8.9 999 99.0 9999
2014 10 11 18 40  31  8.8 999 99.0 9999
2014 10 11 18 50  26  9.1  31 11.2 1750
2014 10 11 19 00  25  9.6 999 99.0 9999
2014 10 11 19 10  22  9.7 999 99.0 9999
2014 10 11 19 20  23  8.8 999 99.0 9999
2014 10 11 19 30  29  9.0 999 99.0 9999
2014 10 11 19 40  25  8.9 999 99.0 9999
2014 10 11 19 50  23  9.5  20 11.4 1856
2014 10 11 20 00  17  9.8 999 99.0 9999
2014 10 11 20 10  16  9.9 999 99.0 9999
2014 10 11 20 20  14 10.2 999 99.0 9999
2014 10 11 20 30  16 10.0 999 99.0 9999
2014 10 11 20 40  20 10.0 999 99.0 9999
2014 10 11 20 50  18 10.5  19 12.5 2019
2014 10 11 21 00  23  9.3 999 99.0 9999
2014 10 11 21 10  23  9.2 999 99.0 9999
2014 10 11 21 20  21  9.2 999 99.0 9999
2014 10 11 21 30  15  9.7 999 99.0 9999
2014 10 11 21 40  20  9.1 999 99.0 9999
2014 10 11 21 50  22  9.5  10 13.0 2119
2014 10 11 22 00  28  9.5 999 99.0 9999
2014 10 11 22 10  24  9.7 999 99.0 9999
2014 10 11 22 20  19  9.7 999 99.0 9999
2014 10 11 22 30  14  9.4 999 99.0 9999
2014 10 11 22 40  17  9.9 999 99.0 9999
2014 10 11 22 50  13 10.5   5 13.0 2246
2014 10 11 23 00   2 10.8 999 99.0 9999
2014 10 11 23 10   8 10.2 999 99.0 9999
2014 10 11 23 20  10 11.0 999 99.0 9999
2014 10 11 23 30  17 11.1 999 99.0 9999
2014 10 11 23 40  18 11.1 999 99.0 9999
2014 10 11 23 50  17 10.9  10 13.7 2319
2014 10 12 00 00  14 10.6 999 99.0 9999
2014 10 12 00 10  15  9.8 999 99.0 9999
2014 10 12 00 20  14  9.4 999 99.0 9999
2014 10 12 00 30   8  9.8 999 99.0 9999
2014 10 12 00 40   9  9.5 999 99.0 9999
2014 10 12 00 50  10  9.6  17 12.6 2350
2014 10 12 01 00  11  9.2 999 99.0 9999
2014 10 12 01 10  17  9.2 999 99.0 9999
2014 10 12 01 20  18  9.6 999 99.0 9999
2014 10 12 01 30  28  9.4 999 99.0 9999
2014 10 12 01 40  34  9.9 999 99.0 9999
2014 10 12 01 50  33  9.4  34 11.9 0121
2014 10 12 02 00  29  9.2 999 99.0 9999
2014 10 12 02 10  23  9.4 999 99.0 9999
2014 10 12 02 20  24  9.1 999 99.0 9999
2014 10 12 02 30  26  9.0 999 99.0 9999
2014 10 12 02 40  29  8.6 999 99.0 9999
2014 10 12 02 50  15  9.0  25 11.4 0158
2014 10 12 03 00   2  9.4 999 99.0 9999
2014 10 12 03 10   4  9.2 999 99.0 9999
2014 10 12 03 20 359  9.5 999 99.0 9999
2014 10 12 03 30 358  9.2 999 99.0 9999
2014 10 12 03 40   9  9.2 999 99.0 9999
2014 10 12 03 50  10  9.1 360 11.4 0319
2014 10 12 04 00  10  9.6 999 99.0 9999
2014 10 12 04 10   7  9.6 999 99.0 9999
2014 10 12 04 20   7  9.6 999 99.0 9999
2014 10 12 04 30  12  9.2 999 99.0 9999
2014 10 12 04 40  14  9.0 999 99.0 9999
2014 10 12 04 50  17  8.8   6 11.8 0403
2014 10 12 05 00  17  8.7 999 99.0 9999
2014 10 12 05 10  14  8.2 999 99.0 9999
2014 10 12 05 20  14  8.4 999 99.0 9999
2014 10 12 05 30  16  8.3 999 99.0 9999
2014 10 12 05 40  14  8.4 999 99.0 9999
2014 10 12 05 50   9  8.5  12 11.1 0519
2014 10 12 06 00   1  9.2 999 99.0 9999
2014 10 12 06 10   2  9.4 999 99.0 9999
2014 10 12 06 20   1  9.1 999 99.0 9999
2014 10 12 06 30   1  9.1 999 99.0 9999
2014 10 12 06 40 359  9.3 999 99.0 9999
2014 10 12 06 50   2  9.0   7 10.9 0602
2014 10 12 07 00 359  8.9 999 99.0 9999
2014 10 12 07 10   5  8.7 999 99.0 9999
2014 10 12 07 20   5  9.0 999 99.0 9999
2014 10 12 07 30   3  8.3 999 99.0 9999
2014 10 12 07 40 359  8.6 999 99.0 9999
2014 10 12 07 50 360  8.9   4 10.9 0711
2014 10 12 08 00   4  8.9 999 99.0 9999
2014 10 12 08 10   4  9.1 999 99.0 9999
2014 10 12 08 20  12  9.2 999 99.0 9999
2014 10 12 08 30  11  9.2 999 99.0 9999
2014 10 12 08 40  15  9.6 999 99.0 9999
2014 10 12 08 50  14  9.2  11 11.3 0823
2014 10 12 09 00  11  8.6 999 99.0 9999
2014 10 12 09 10  18  9.1 999 99.0 9999
2014 10 12 09 20  14  8.6 999 99.0 9999
2014 10 12 09 30   9  8.7 999 99.0 9999
2014 10 12 09 40  12  8.6 999 99.0 9999
2014 10 12 09 50  11  8.9  18 11.6 0948
2014 10 12 10 00  12  9.1 999 99.0 9999
2014 10 12 10 10  19  9.0 999 99.0 9999
2014 10 12 10 20  19  8.4 999 99.0 9999
2014 10 12 10 30  33  8.4 999 99.0 9999
2014 10 12 10 40  29  8.2 999 99.0 9999
2014 10 12 10 50  35  8.0  23 11.4 1007
2014 10 12 11 00  29  8.2 999 99.0 9999
2014 10 12 11 10  32  8.0 999 99.0 9999
2014 10 12 11 20  30  8.2 999 99.0 9999
2014 10 12 11 30  34  7.4 999 99.0 9999
2014 10 12 11 40  37  7.4 999 99.0 9999
2014 10 12 11 50  35  8.2  31 10.1 1141
2014 10 12 12 00  38  7.8 999 99.0 9999
2014 10 12 12 10  35  7.8 999 99.0 9999
2014 10 12 12 20  40  7.6 999 99.0 9999
2014 10 12 12 30  36  7.6 999 99.0 9999
2014 10 12 12 40  38  8.0 999 99.0 9999
2014 10 12 12 50  42  7.6  39 10.2 1231
2014 10 12 13 00  39  7.6 999 99.0 9999
2014 10 12 13 10  47  7.3 999 99.0 9999
2014 10 12 13 20  41  7.6 999 99.0 9999
2014 10 12 13 30  43  7.5 999 99.0 9999
2014 10 12 13 40  41  7.4 999 99.0 9999
2014 10 12 13 50  43  7.3  47  9.5 1340
2014 10 12 14 00  47  7.5 999 99.0 9999
2014 10 12 14 10  40  7.1 999 99.0 9999
2014 10 12 14 20  45  6.8 999 99.0 9999
2014 10 12 14 30  49  6.3 999 99.0 9999
2014 10 12 14 40  40  6.2 999 99.0 9999
2014 10 12 14 50  39  6.4  44  9.0 1356
2014 10 12 15 00  46  6.7 999 99.0 9999
2014 10 12 15 10  49  6.8 999 99.0 9999
2014 10 12 15 20  47  6.5 999 99.0 9999
2014 10 12 15 30  51  6.1 999 99.0 9999
2014 10 12 15 40  43  5.5 999 99.0 9999
2014 10 12 15 50  42  5.5  48  8.4 1511
2014 10 12 16 00  55  5.2 999 99.0 9999
2014 10 12 16 10  52  5.1 999 99.0 9999
2014 10 12 16 20  38  5.3 999 99.0 9999
2014 10 12 16 30  54  5.4 999 99.0 9999
2014 10 12 16 40  45  5.4 999 99.0 9999
2014 10 12 16 50  47  5.9  54  8.3 1649
2014 10 12 17 00  45  6.3 999 99.0 9999
2014 10 12 17 10  38  6.5 999 99.0 9999
2014 10 12 17 20  40  5.4 999 99.0 9999
2014 10 12 17 30  39  5.4 999 99.0 9999
2014 10 12 17 40  40  5.4 999 99.0 9999
2014 10 12 17 50  29  5.8  39  8.4 1655
2014 10 12 18 00  34  5.2 999 99.0 9999
2014 10 12 18 10  39  5.3 999 99.0 9999
2014 10 12 18 20  33  4.6 999 99.0 9999
2014 10 12 18 30  43  4.3 999 99.0 9999
2014 10 12 18 40  32  3.9 999 99.0 9999
2014 10 12 18 50  38  3.3  41  7.3 1806
2014 10 12 19 00  34  3.9 999 99.0 9999
2014 10 12 19 10  53  4.3 999 99.0 9999
2014 10 12 19 20  52  4.1 999 99.0 9999
2014 10 12 19 30  47  4.3 999 99.0 9999
2014 10 12 19 40  42  4.9 999 99.0 9999
2014 10 12 19 50  52  5.0  59  6.7 1944
2014 10 12 20 00  63  5.1 999 99.0 9999
2014 10 12 20 10  55  5.0 999 99.0 9999
2014 10 12 20 20  61  5.6 999 99.0 9999
2014 10 12 20 30  53  5.2 999 99.0 9999
2014 10 12 20 40  57  4.8 999 99.0 9999
2014 10 12 20 50  48  4.5  62  7.5 2014
2014 10 12 21 00  59  4.5 999 99.0 9999
2014 10 12 21 10  59  4.0 999 99.0 9999
2014 10 12 21 20  59  4.8 999 99.0 9999
2014 10 12 21 30  68  4.8 999 99.0 9999
2014 10 12 21 40  61  4.3 999 99.0 9999
2014 10 12 21 50  63  4.7  74  7.0 2059
2014 10 12 22 00  49  4.3 999 99.0 9999
2014 10 12 22 10  53  4.0 999 99.0 9999
2014 10 12 22 20  69  4.3 999 99.0 9999
2014 10 12 22 30  57  4.1 999 99.0 9999
2014 10 12 22 40  68  4.4 999 99.0 9999
2014 10 12 22 50  63  4.6  70  6.3 2216
2014 10 12 23 00  69  4.5 999 99.0 9999
2014 10 12 23 10  72  4.1 999 99.0 9999
2014 10 12 23 20  81  4.3 999 99.0 9999
2014 10 12 23 30  75  4.0 999 99.0 9999
2014 10 12 23 40  79  4.1 999 99.0 9999
2014 10 12 23 50  93  3.8  78  6.4 2250
2014 10 13 00 00  80  4.2 999 99.0 9999
2014 10 13 00 10  93  4.1 999 99.0 9999
2014 10 13 00 20  90  4.6 999 99.0 9999
2014 10 13 00 30  95  4.9 999 99.0 9999
2014 10 13 00 40  98  5.1 999 99.0 9999
2014 10 13 00 50  97  5.2  95  6.7 0042
2014 10 13 01 00  96  4.9 999 99.0 9999
2014 10 13 01 10  99  5.3 999 99.0 9999
2014 10 13 01 20  99  4.9 999 99.0 9999
2014 10 13 01 30 103  5.1 999 99.0 9999
2014 10 13 01 40 106  5.2 999 99.0 9999
2014 10 13 01 50 106  5.1 108  7.2 0135
2014 10 13 02 00 102  5.1 999 99.0 9999
2014 10 13 02 10 107  5.1 999 99.0 9999
2014 10 13 02 20 106  5.3 999 99.0 9999
2014 10 13 02 30 105  5.4 999 99.0 9999
2014 10 13 02 40 109  5.4 999 99.0 9999
2014 10 13 02 50 108  5.3  99  7.3 0221
2014 10 13 03 00 112  4.9 999 99.0 9999
2014 10 13 03 10 120  4.8 999 99.0 9999
2014 10 13 03 20 117  4.8 999 99.0 9999
2014 10 13 03 30 117  4.6 999 99.0 9999
2014 10 13 03 40 115  4.8 999 99.0 9999
2014 10 13 03 50 116  4.9 106  7.2 0311
2014 10 13 04 00 117  4.3 999 99.0 9999
2014 10 13 04 10 120  4.2 999 99.0 9999
2014 10 13 04 20 113  4.0 999 99.0 9999
2014 10 13 04 30 120  4.0 999 99.0 9999
2014 10 13 04 40 125  4.7 999 99.0 9999
2014 10 13 04 50 127  4.6 126  6.0 0430
2014 10 13 05 00 129  4.8 999 99.0 9999
2014 10 13 05 10 129  4.7 999 99.0 9999
2014 10 13 05 20 123  4.4 999 99.0 9999
2014 10 13 05 30 126  4.2 999 99.0 9999
2014 10 13 05 40 126  4.5 999 99.0 9999
2014 10 13 05 50 129  4.1 125  6.4 0452
2014 10 13 06 00 125  3.9 999 99.0 9999
2014 10 13 06 10 123  4.1 999 99.0 9999
2014 10 13 06 20 116  3.9 999 99.0 9999
2014 10 13 06 30 127  4.1 999 99.0 9999
2014 10 13 06 40 136  4.4 999 99.0 9999
2014 10 13 06 50 132  4.6 147  6.4 0639
2014 10 13 08 00 127  4.0 999 99.0 9999
2014 10 13 08 10 129  4.1 999 99.0 9999
2014 10 13 08 20 130  4.3 999 99.0 9999
2014 10 13 08 30 125  4.2 999 99.0 9999
2014 10 13 08 40 127  4.1 999 99.0 9999
2014 10 13 08 50 120  4.4 129  5.7 0845
2014 10 13 09 00 118  4.5 999 99.0 9999
2014 10 13 09 10 124  4.0 999 99.0 9999
2014 10 13 09 20 122  4.3 999 99.0 9999
2014 10 13 09 30 116  4.4 999 99.0 9999
2014 10 13 09 40 119  4.5 999 99.0 9999
2014 10 13 09 50 111  4.8 122  5.7 0947
2014 10 13 10 00 114  4.9 999 99.0 9999
2014 10 13 10 10 116  5.1 999 99.0 9999
2014 10 13 10 20 108  4.7 999 99.0 9999
2014 10 13 10 30 114  4.9 999 99.0 9999
2014 10 13 10 40 115  5.3 999 99.0 9999
2014 10 13 10 50 112  5.2 116  6.8 1040
2014 10 13 11 00 111  5.1 999 99.0 9999
2014 10 13 11 10 115  5.3 999 99.0 9999
2014 10 13 11 20 113  5.4 999 99.0 9999
2014 10 13 11 30 114  5.5 999 99.0 9999
2014 10 13 11 40 112  5.4 999 99.0 9999
2014 10 13 11 50 112  5.8 106  7.0 1143
2014 10 13 12 00 115  5.9 999 99.0 9999
2014 10 13 12 10 112  6.5 999 99.0 9999
2014 10 13 12 20 114  6.4 999 99.0 9999
2014 10 13 12 30 118  6.3 999 99.0 9999
2014 10 13 12 40 115  6.1 999 99.0 9999
2014 10 13 12 50 115  6.5 110  7.7 1247
2014 10 13 13 00 113  6.6 999 99.0 9999
2014 10 13 13 10 114  6.9 999 99.0 9999
2014 10 13 13 20 113  6.8 999 99.0 9999
2014 10 13 13 30 120  6.4 999 99.0 9999
2014 10 13 13 40 119  7.6 999 99.0 9999
2014 10 13 13 50 118  7.0 120  8.8 1334
2014 10 13 14 00 116  7.0 999 99.0 9999
2014 10 13 14 10 117  7.3 999 99.0 9999
2014 10 13 14 20 118  7.6 999 99.0 9999
2014 10 13 14 30 118  7.8 999 99.0 9999
2014 10 13 14 40 118  7.3 999 99.0 9999
2014 10 13 14 50 122  7.7 126  9.3 1447
2014 10 13 15 00 123  8.0 999 99.0 9999
2014 10 13 15 10 124  8.1 999 99.0 9999
2014 10 13 15 20 127  8.6 999 99.0 9999
2014 10 13 15 30 128  8.4 999 99.0 9999
2014 10 13 15 40 127  8.2 999 99.0 9999
2014 10 13 15 50 127  7.9 127 10.1 1516
2014 10 13 16 00 125  8.3 999 99.0 9999
2014 10 13 16 10 128  8.4 999 99.0 9999
2014 10 13 16 20 127  8.0 999 99.0 9999
2014 10 13 16 30 128  8.0 999 99.0 9999
2014 10 13 16 40 126  8.4 999 99.0 9999
2014 10 13 16 50 127  7.9 128 10.0 1607
2014 10 13 17 00 129  8.1 999 99.0 9999
2014 10 13 17 10 129  8.0 999 99.0 9999
2014 10 13 17 20 129  7.7 999 99.0 9999
2014 10 13 17 30 130  7.6 999 99.0 9999
2014 10 13 17 40 128  7.6 999 99.0 9999
2014 10 13 17 50 128  7.5 130  9.7 1706
2014 10 13 18 00 126  7.0 999 99.0 9999
2014 10 13 18 10 127  6.7 999 99.0 9999
2014 10 13 18 20 132  6.5 999 99.0 9999
2014 10 13 18 30 135  6.5 999 99.0 9999
2014 10 13 18 40 144  6.2 999 99.0 9999
2014 10 13 18 50 135  6.5 126  8.8 1754
2014 10 13 19 00 130  6.7 999 99.0 9999
2014 10 13 19 10 127  6.5 999 99.0 9999
2014 10 13 19 20 129  6.6 999 99.0 9999
2014 10 13 19 30 130  6.7 999 99.0 9999
2014 10 13 19 40 132  5.9 999 99.0 9999
2014 10 13 19 50 133  6.0 129  8.1 1922
2014 10 13 20 00 132  5.8 999 99.0 9999
2014 10 13 20 10 139  5.8 999 99.0 9999
2014 10 13 20 20 137  5.7 999 99.0 9999
2014 10 13 20 30 137  5.2 999 99.0 9999
2014 10 13 20 40 138  4.9 999 99.0 9999
2014 10 13 20 50 134  4.7 131  6.8 1959
2014 10 13 21 00 132  4.6 999 99.0 9999
2014 10 13 21 10 133  4.6 999 99.0 9999
2014 10 13 21 20 143  4.5 999 99.0 9999
2014 10 13 21 30 145  4.6 999 99.0 9999
2014 10 13 21 40 148  4.7 999 99.0 9999
2014 10 13 21 50 150  4.6 129  5.7 2053
2014 10 13 22 00 151  4.7 999 99.0 9999
2014 10 13 22 10 152  5.0 999 99.0 9999
2014 10 13 22 20 152  5.6 999 99.0 9999
2014 10 13 22 30 150  5.4 999 99.0 9999
2014 10 13 22 40 151  5.3 999 99.0 9999
2014 10 13 22 50 154  5.0 146  6.7 2221
2014 10 13 23 00 157  5.3 999 99.0 9999
2014 10 13 23 10 158  5.7 999 99.0 9999
2014 10 13 23 20 158  5.6 999 99.0 9999
2014 10 13 23 30 159  5.6 999 99.0 9999
2014 10 13 23 40 160  5.6 999 99.0 9999
2014 10 13 23 50 160  5.7 156  6.7 2321
2014 10 14 00 00 158  5.6 999 99.0 9999
2014 10 14 00 10 156  5.3 999 99.0 9999
2014 10 14 00 20 156  5.3 999 99.0 9999
2014 10 14 00 30 156  5.0 999 99.0 9999
2014 10 14 00 40 156  4.9 999 99.0 9999
2014 10 14 00 50 155  5.1 158  6.7 2354
2014 10 14 01 00 157  5.1 999 99.0 9999
2014 10 14 01 10 158  5.2 999 99.0 9999
2014 10 14 01 20 158  5.6 999 99.0 9999
2014 10 14 01 30 159  5.7 999 99.0 9999
2014 10 14 01 40 155  5.6 999 99.0 9999
2014 10 14 01 50 153  5.4 159  6.8 0123
2014 10 14 02 00 151  5.2 999 99.0 9999
2014 10 14 02 10 152  5.5 999 99.0 9999
2014 10 14 02 20 157  5.6 999 99.0 9999
2014 10 14 02 30 157  5.6 999 99.0 9999
2014 10 14 02 40 156  5.8 999 99.0 9999
2014 10 14 02 50 158  6.3 158  7.3 0247
2014 10 14 03 00 158  6.1 999 99.0 9999
2014 10 14 03 10 158  5.9 999 99.0 9999
2014 10 14 03 20 160  6.0 999 99.0 9999
2014 10 14 03 30 160  6.3 999 99.0 9999
2014 10 14 03 40 158  6.3 999 99.0 9999
2014 10 14 03 50 156  6.1 160  7.3 0324
2014 10 14 04 00 158  6.0 999 99.0 9999
2014 10 14 04 10 160  6.2 999 99.0 9999
2014 10 14 04 20 162  6.3 999 99.0 9999
2014 10 14 04 30 162  6.2 999 99.0 9999
2014 10 14 04 40 161  6.2 999 99.0 9999
2014 10 14 04 50 161  6.3 159  7.3 0405
2014 10 14 05 00 161  6.2 999 99.0 9999
2014 10 14 05 10 157  6.1 999 99.0 9999
2014 10 14 05 20 158  6.1 999 99.0 9999
2014 10 14 05 30 160  6.0 999 99.0 9999
2014 10 14 05 40 159  6.0 999 99.0 9999
2014 10 14 05 50 159  5.6 164  7.3 0452
2014 10 14 06 00 157  5.5 999 99.0 9999
2014 10 14 06 10 158  5.4 999 99.0 9999
2014 10 14 06 20 163  5.4 999 99.0 9999
2014 10 14 06 30 169  5.4 999 99.0 9999
2014 10 14 06 40 176  5.0 999 99.0 9999
2014 10 14 06 50 168  5.2 171  6.4 0621
2014 10 14 07 00 165  4.6 999 99.0 9999
2014 10 14 07 10 167  5.0 999 99.0 9999
2014 10 14 07 20 159  5.0 999 99.0 9999
2014 10 14 07 30 152  4.7 999 99.0 9999
2014 10 14 07 40 152  4.7 999 99.0 9999
2014 10 14 07 50 148  4.5 163  5.7 0711
2014 10 14 08 00 143  4.4 999 99.0 9999
2014 10 14 08 10 142  4.2 999 99.0 9999
