#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC  nmi    ft
2020 08 01 03 00 258  2.4  2.9 99.00 99.00 99.00 999 1010.5 999.0  23.9 999.0 99.0 99.00 
2020 08 01 03 10 263  2.3  2.8 99.00 99.00 99.00 999 1010.5 999.0  24.0 999.0 99.0 99.00 
2020 08 01 03 20 270  2.3  2.9 99.00 99.00 99.00 999 1010.5 999.0  24.0 999.0 99.0 99.00 
2020 08 01 03 30 283  2.0  2.5 99.00 99.00 99.00 999 1010.4 999.0  24.0 999.0 99.0 99.00 
2020 08 01 03 40 289  2.1  2.6  0.65  9.09  5.35 109 1010.3 999.0  23.9 999.0 99.0 99.00 
2020 08 01 03 50 282  1.9  2.4 99.00 99.00 99.00 999 1010.5 999.0  23.9 999.0 99.0 99.00 
2020 08 01 04 00 258  1.6  2.0 99.00 99.00 99.00 999 1010.5 999.0  23.9 999.0 99.0 99.00 
2020 08 01 04 10 267  2.0  2.5 99.00 99.00 99.00 999 1010.6 999.0  23.9 999.0 99.0 99.00 
2020 08 01 04 20 268  1.4  2.0 99.00 99.00 99.00 999 1010.6 999.0  23.9 999.0 99.0 99.00 
2020 08 01 04 30 256  1.1  1.5 99.00 99.00 99.00 999 1010.6 999.0  23.6 999.0 99.0 99.00 
2020 08 01 04 40 259  1.3  1.7  0.63 10.00  5.21 100 1010.6 999.0  23.7 999.0 99.0 99.00 
2020 08 01 04 50 269  1.4  1.8 99.00 99.00 99.00 999 1010.5 999.0  23.6 999.0 99.0 99.00 
2020 08 01 05 00 276  1.8  2.4 99.00 99.00 99.00 999 1010.5 999.0  23.6 999.0 99.0 99.00 
2020 08 01 05 10 281  1.6  2.2 99.00 99.00 99.00 999 1010.5 999.0  23.6 999.0 99.0 99.00 
2020 08 01 05 20 286  1.7  2.4 99.00 99.00 99.00 999 1010.6 999.0  23.6 999.0 99.0 99.00 
2020 08 01 05 30 296  1.9  2.4 99.00 99.00 99.00 999 1010.7 999.0  23.6 999.0 99.0 99.00 
2020 08 01 05 40 297  2.2  3.0  0.65 10.00  5.35  91 1010.9 999.0  23.6 999.0 99.0 99.00 
2020 08 01 05 50 307  2.7  3.6 99.00 99.00 99.00 999 1010.8 999.0  23.6 999.0 99.0 99.00 
2020 08 01 06 00 305  2.9  3.7 99.00 99.00 99.00 999 1010.9 999.0  23.7 999.0 99.0 99.00 
2020 08 01 06 10 307  3.2  4.2 99.00 99.00 99.00 999 1011.0 999.0  23.7 999.0 99.0 99.00 
2020 08 01 06 20 299  3.0  3.8 99.00 99.00 99.00 999 1011.0 999.0  23.7 999.0 99.0 99.00 
2020 08 01 06 30 294  3.2  4.0 99.00 99.00 99.00 999 1010.8 999.0  23.7 999.0 99.0 99.00 
2020 08 01 06 40 300  3.5  4.6  0.66 10.00  5.60 118 1010.7 999.0  23.7 999.0 99.0 99.00 
2020 08 01 06 50 303  3.8  5.0 99.00 99.00 99.00 999 1010.5 999.0  23.7 999.0 99.0 99.00 
2020 08 01 07 00 295  3.1  4.2 99.00 99.00 99.00 999 1010.5 999.0  23.7 999.0 99.0 99.00 
2020 08 01 07 10 293  2.6  3.5 99.00 99.00 99.00 999 1010.4 999.0  23.6 999.0 99.0 99.00 
2020 08 01 07 20 293  2.1  2.9 99.00 99.00 99.00 999 1010.3 999.0  23.7 999.0 99.0 99.00 
2020 08 01 07 30 291  2.5  3.4 99.00 99.00 99.00 999 1010.1 999.0  23.7 999.0 99.0 99.00 
2020 08 01 07 40 287  2.5  3.8  0.65 10.00  5.57 101 1010.1 999.0  23.7 999.0 99.0 99.00 
2020 08 01 07 50 286  2.3  3.1 99.00 99.00 99.00 999 1010.2 999.0  23.8 999.0 99.0 99.00 
2020 08 01 08 00 288  3.0  4.3 99.00 99.00 99.00 999 1010.3 999.0  23.8 999.0 99.0 99.00 
2020 08 01 08 10 291  3.5  4.5 99.00 99.00 99.00 999 1010.3 999.0  23.8 999.0 99.0 99.00 
2020 08 01 08 20 296  3.7  4.6 99.00 99.00 99.00 999 1010.3 999.0  23.8 999.0 99.0 99.00 
2020 08 01 08 30 298  3.9  5.4 99.00 99.00 99.00 999 1010.4 999.0  23.8 999.0 99.0 99.00 
2020 08 01 08 40 301  4.3  5.2  0.70  9.09  5.57 110 1010.5 999.0  23.9 999.0 99.0 99.00 
2020 08 01 08 50 300  3.9  5.1 99.00 99.00 99.00 999 1010.6 999.0  23.9 999.0 99.0 99.00 
2020 08 01 09 00 301  3.6  4.5 99.00 99.00 99.00 999 1010.7 999.0  24.0 999.0 99.0 99.00 
2020 08 01 09 10 306  3.7  4.7 99.00 99.00 99.00 999 1010.8 999.0  24.0 999.0 99.0 99.00 
2020 08 01 09 20 309  3.5  4.4 99.00 99.00 99.00 999 1010.9 999.0  24.0 999.0 99.0 99.00 
2020 08 01 09 30 307  3.2  4.0 99.00 99.00 99.00 999 1010.8 999.0  24.1 999.0 99.0 99.00 
2020 08 01 09 40 304  3.4  4.4  0.69 10.00  6.06 106 1010.9 999.0  24.1 999.0 99.0 99.00 
2020 08 01 09 50 308  3.3  4.1 99.00 99.00 99.00 999 1011.0 999.0  24.2 999.0 99.0 99.00 
2020 08 01 10 00 304  3.0  3.8 99.00 99.00 99.00 999 1011.2 999.0  24.1 999.0 99.0 99.00 
2020 08 01 10 10 309  2.3  3.1 99.00 99.00 99.00 999 1011.4 999.0  24.2 999.0 99.0 99.00 
2020 08 01 10 20 322  2.2  2.9 99.00 99.00 99.00 999 1011.6 999.0  24.2 999.0 99.0 99.00 
2020 08 01 10 30 326  2.3  3.0 99.00 99.00 99.00 999 1011.7 999.0  24.2 999.0 99.0 99.00 
2020 08 01 10 40 343  1.9  2.4  0.67 10.00  6.25  97 1011.7 999.0  24.2 999.0 99.0 99.00 
2020 08 01 10 50 343  2.1  2.6 99.00 99.00 99.00 999 1011.7 999.0  24.2 999.0 99.0 99.00 
2020 08 01 11 00 349  1.8  2.4 99.00 99.00 99.00 999 1012.0 999.0  24.2 999.0 99.0 99.00 
2020 08 01 11 10   9  1.7  2.4 99.00 99.00 99.00 999 1012.1 999.0  24.2 999.0 99.0 99.00 
2020 08 01 11 20  10  1.8  2.6 99.00 99.00 99.00 999 1012.2 999.0  24.2 999.0 99.0 99.00 
2020 08 01 11 30  10  1.0  2.0 99.00 99.00 99.00 999 1012.2 999.0  24.2 999.0 99.0 99.00 
2020 08 01 11 40  35  0.5  1.0  0.63 10.00  6.35 106 1012.5 999.0  24.2 999.0 99.0 99.00 
2020 08 01 11 50  47  0.1  0.8 99.00 99.00 99.00 999 1012.5 999.0  24.2 999.0 99.0 99.00 
2020 08 01 12 00  80  0.2  0.7 99.00 99.00 99.00 999 1012.7 999.0  24.2 999.0 99.0 99.00 
2020 08 01 12 10  84  0.8  1.4 99.00 99.00 99.00 999 1012.8 999.0  24.2 999.0 99.0 99.00 
2020 08 01 12 20  52  0.9  1.7 99.00 99.00 99.00 999 1012.8 999.0  24.2 999.0 99.0 99.00 
2020 08 01 12 30  55  1.0  1.7 99.00 99.00 99.00 999 1013.0 999.0  24.2 999.0 99.0 99.00 
2020 08 01 12 40  34  0.7  1.4  0.67 10.00  6.52 112 1013.0 999.0  24.2 999.0 99.0 99.00 
2020 08 01 12 50  40  0.8  1.5 99.00 99.00 99.00 999 1013.1 999.0  24.3 999.0 99.0 99.00 
2020 08 01 13 00  26  1.0  1.5 99.00 99.00 99.00 999 1013.2 999.0  24.3 999.0 99.0 99.00 
2020 08 01 13 10  24  1.1  1.8 99.00 99.00 99.00 999 1013.3 999.0  24.3 999.0 99.0 99.00 
2020 08 01 13 20   3  1.4  1.8 99.00 99.00 99.00 999 1013.4 999.0  24.3 999.0 99.0 99.00 
2020 08 01 13 30 353  1.1  1.8 99.00 99.00 99.00 999 1013.6 999.0  24.3 999.0 99.0 99.00 
2020 08 01 13 40 349  1.3  1.8  0.65 13.79  6.07 148 1013.5 999.0  24.3 999.0 99.0 99.00 
2020 08 01 13 50 357  1.0  1.6 99.00 99.00 99.00 999 1013.6 999.0  24.3 999.0 99.0 99.00 
2020 08 01 14 00   6  1.0  1.7 99.00 99.00 99.00 999 1013.6 999.0  24.4 999.0 99.0 99.00 
2020 08 01 14 10  35  1.1  1.7 99.00 99.00 99.00 999 1013.7 999.0  24.4 999.0 99.0 99.00 
2020 08 01 14 20  64  1.3  1.8 99.00 99.00 99.00 999 1013.9 999.0  24.4 999.0 99.0 99.00 
2020 08 01 14 30 101  1.1  1.7 99.00 99.00 99.00 999 1014.0 999.0  24.4 999.0 99.0 99.00 
2020 08 01 14 40  81  1.1  1.8  0.65 13.79  5.98 157 1014.0 999.0  24.4 999.0 99.0 99.00 
2020 08 01 14 50  70  1.1  1.5 99.00 99.00 99.00 999 1014.1 999.0  24.3 999.0 99.0 99.00 
2020 08 01 15 00  64  0.5  1.2 99.00 99.00 99.00 999 1014.1 999.0  24.4 999.0 99.0 99.00 
2020 08 01 15 10  61  0.7  1.4 99.00 99.00 99.00 999 1014.1 999.0  24.4 999.0 99.0 99.00 
2020 08 01 15 20  63  0.1  0.4 99.00 99.00 99.00 999 1014.2 999.0  24.4 999.0 99.0 99.00 
2020 08 01 15 30  80  0.2  0.7 99.00 99.00 99.00 999 1014.2 999.0  24.4 999.0 99.0 99.00 
2020 08 01 15 40 147  0.1  0.5  0.69 13.79  6.15 157 1014.2 999.0  24.5 999.0 99.0 99.00 
2020 08 01 15 50 168  0.4  1.0 99.00 99.00 99.00 999 1014.3 999.0  24.5 999.0 99.0 99.00 
2020 08 01 16 00 160  0.9  1.6 99.00 99.00 99.00 999 1014.4 999.0  24.5 999.0 99.0 99.00 
2020 08 01 16 10 135  0.7  1.4 99.00 99.00 99.00 999 1014.5 999.0  24.5 999.0 99.0 99.00 
2020 08 01 16 20 152  0.8  2.1 99.00 99.00 99.00 999 1014.5 999.0  24.4 999.0 99.0 99.00 
2020 08 01 16 30 157  1.8  2.7 99.00 99.00 99.00 999 1014.5 999.0  24.5 999.0 99.0 99.00 
2020 08 01 16 40 165  1.8  2.5  0.68 10.00  6.24 103 1014.4 999.0  24.5 999.0 99.0 99.00 
2020 08 01 16 50 176  1.9  2.9 99.00 99.00 99.00 999 1014.3 999.0  24.5 999.0 99.0 99.00 
2020 08 01 17 00 177  2.2  3.0 99.00 99.00 99.00 999 1014.3 999.0  24.5 999.0 99.0 99.00 
2020 08 01 17 10 169  2.2  2.8 99.00 99.00 99.00 999 1014.1 999.0  24.5 999.0 99.0 99.00 
2020 08 01 17 20 169  2.4  3.5 99.00 99.00 99.00 999 1014.1 999.0  24.5 999.0 99.0 99.00 
2020 08 01 17 30 166  3.0  3.9 99.00 99.00 99.00 999 1014.1 999.0  24.6 999.0 99.0 99.00 
2020 08 01 17 40 164  3.7  4.8  0.77 12.12  6.46 178 1014.0 999.0  24.8 999.0 99.0 99.00 
2020 08 01 17 50 167  4.1  5.0 99.00 99.00 99.00 999 1013.9 999.0  25.7 999.0 99.0 99.00 
2020 08 01 18 00 171  4.2  5.3 99.00 99.00 99.00 999 1014.0 999.0  25.6 999.0 99.0 99.00 
2020 08 01 18 10 171  4.2  5.3 99.00 99.00 99.00 999 1013.9 999.0  25.5 999.0 99.0 99.00 
2020 08 01 18 20 173  4.0  4.9 99.00 99.00 99.00 999 1013.9 999.0  25.6 999.0 99.0 99.00 
2020 08 01 18 30 178  3.5  4.3 99.00 99.00 99.00 999 1013.9 999.0  25.6 999.0 99.0 99.00 
2020 08 01 18 40 172  3.6  4.5  0.84 12.12  6.86 152 1013.9 999.0  25.7 999.0 99.0 99.00 
2020 08 01 18 50 178  3.5  4.3 99.00 99.00 99.00 999 1013.7 999.0  25.8 999.0 99.0 99.00 
2020 08 01 19 00 172  3.7  4.4 99.00 99.00 99.00 999 1013.7 999.0  25.7 999.0 99.0 99.00 
2020 08 01 19 10 171  4.0  4.8 99.00 99.00 99.00 999 1013.6 999.0  25.7 999.0 99.0 99.00 
2020 08 01 19 20 170  3.9  4.6 99.00 99.00 99.00 999 1013.7 999.0  25.7 999.0 99.0 99.00 
2020 08 01 19 30 169  3.7  4.6 99.00 99.00 99.00 999 1013.6 999.0  25.7 999.0 99.0 99.00 
2020 08 01 19 40 163  3.5  4.3  0.81 11.43  6.57 170 1013.6 999.0  25.9 999.0 99.0 99.00 
2020 08 01 19 50 164  3.5  4.2 99.00 99.00 99.00 999 1013.4 999.0  25.7 999.0 99.0 99.00 
2020 08 01 20 00 162  3.9  4.6 99.00 99.00 99.00 999 1013.3 999.0  26.0 999.0 99.0 99.00 
2020 08 01 20 10 164  3.9  4.8 99.00 99.00 99.00 999 1013.3 999.0  25.9 999.0 99.0 99.00 
2020 08 01 20 20 153  4.0  5.1 99.00 99.00 99.00 999 1013.2 999.0  26.0 999.0 99.0 99.00 
2020 08 01 20 30 150  3.9  4.6 99.00 99.00 99.00 999 1013.0 999.0  26.0 999.0 99.0 99.00 
2020 08 01 20 40 155  4.2  5.0  0.82 11.43  6.40 195 1013.0 999.0  25.9 999.0 99.0 99.00 
2020 08 01 20 50 159  4.3  5.2 99.00 99.00 99.00 999 1013.0 999.0  25.8 999.0 99.0 99.00 
2020 08 01 21 00 158  4.5  5.7 99.00 99.00 99.00 999 1012.9 999.0  25.9 999.0 99.0 99.00 
2020 08 01 21 10 163  5.1  6.5 99.00 99.00 99.00 999 1012.9 999.0  25.9 999.0 99.0 99.00 
2020 08 01 21 20 164  5.4  6.6 99.00 99.00 99.00 999 1012.8 999.0  25.7 999.0 99.0 99.00 
2020 08 01 21 30 160  5.4  6.3 99.00 99.00 99.00 999 1012.8 999.0  25.7 999.0 99.0 99.00 
2020 08 01 21 40 161  5.3  6.5  0.81 11.43  5.89 166 1012.8 999.0  25.6 999.0 99.0 99.00 
2020 08 01 21 50 160  5.2  6.3 99.00 99.00 99.00 999 1012.8 999.0  25.6 999.0 99.0 99.00 
2020 08 01 22 00 157  5.1  6.5 99.00 99.00 99.00 999 1012.8 999.0  25.5 999.0 99.0 99.00 
2020 08 01 22 10 156  4.9  5.9 99.00 99.00 99.00 999 1012.8 999.0  25.5 999.0 99.0 99.00 
2020 08 01 22 20 163  5.1  6.4 99.00 99.00 99.00 999 1012.9 999.0  25.5 999.0 99.0 99.00 
2020 08 01 22 30 167  5.4  6.6 99.00 99.00 99.00 999 1013.0 999.0  25.4 999.0 99.0 99.00 
2020 08 01 22 40 168  5.5  6.8  0.87 11.43  5.39 172 1013.1 999.0  25.4 999.0 99.0 99.00 
2020 08 01 22 50 169  5.5  6.8 99.00 99.00 99.00 999 1013.2 999.0  25.3 999.0 99.0 99.00 
2020 08 01 23 00 168  5.9  7.2 99.00 99.00 99.00 999 1013.1 999.0  25.3 999.0 99.0 99.00 
2020 08 01 23 10 162  6.1  7.2 99.00 99.00 99.00 999 1013.3 999.0  25.3 999.0 99.0 99.00 
2020 08 01 23 20 165  6.2  7.5 99.00 99.00 99.00 999 1013.3 999.0  25.3 999.0 99.0 99.00 
2020 08 01 23 30 168  6.3  7.5 99.00 99.00 99.00 999 1013.5 999.0  25.3 999.0 99.0 99.00 
2020 08 01 23 40 170  6.4  7.7  0.91 11.43  5.25 135 1013.8 999.0  25.3 999.0 99.0 99.00 
2020 08 01 23 50 176  6.8  8.1 99.00 99.00 99.00 999 1013.9 999.0  25.3 999.0 99.0 99.00 
2020 08 02 00 00 174  7.2  8.6 99.00 99.00 99.00 999 1013.8 999.0  25.3 999.0 99.0 99.00 
2020 08 02 00 10 175  7.0  8.3 99.00 99.00 99.00 999 1014.1 999.0  25.3 999.0 99.0 99.00 
2020 08 02 00 20 180  7.1  8.7 99.00 99.00 99.00 999 1014.1 999.0  25.3 999.0 99.0 99.00 
2020 08 02 00 30 178  7.0  8.7 99.00 99.00 99.00 999 1014.2 999.0  25.4 999.0 99.0 99.00 
2020 08 02 00 40 181  7.4  9.1  0.97 11.43  4.85 142 1014.4 999.0  25.3 999.0 99.0 99.00 
2020 08 02 00 50 184  8.2  9.9 99.00 99.00 99.00 999 1014.6 999.0  25.3 999.0 99.0 99.00 
2020 08 02 01 00 184  7.9  9.4 99.00 99.00 99.00 999 1014.7 999.0  25.4 999.0 99.0 99.00 
2020 08 02 01 10 181  7.5  8.9 99.00 99.00 99.00 999 1014.7 999.0  25.5 999.0 99.0 99.00 
2020 08 02 01 20 180  7.2  9.3 99.00 99.00 99.00 999 1014.8 999.0  25.5 999.0 99.0 99.00 
2020 08 02 01 30 178  7.2  8.5 99.00 99.00 99.00 999 1014.8 999.0  25.4 999.0 99.0 99.00 
2020 08 02 01 40 182  7.3  8.9  1.03 11.43  4.50 138 1014.8 999.0  25.4 999.0 99.0 99.00 
2020 08 02 01 50 184  7.4  9.0 99.00 99.00 99.00 999 1014.8 999.0  25.5 999.0 99.0 99.00 
2020 08 02 02 00 187  7.4  9.1 99.00 99.00 99.00 999 1014.9 999.0  25.4 999.0 99.0 99.00 
2020 08 02 02 10 188  7.2  9.3 99.00 99.00 99.00 999 1014.9 999.0  25.6 999.0 99.0 99.00 
2020 08 02 02 20 190  7.3  8.7 99.00 99.00 99.00 999 1014.8 999.0  25.7 999.0 99.0 99.00 
2020 08 02 02 30 187  7.0  8.6 99.00 99.00 99.00 999 1014.7 999.0  25.6 999.0 99.0 99.00 
2020 08 02 02 40 188  6.8  8.2  0.94 11.43  4.26 130 1014.8 999.0  25.7 999.0 99.0 99.00 
2020 08 02 02 50 191  6.6  8.2 99.00 99.00 99.00 999 1014.8 999.0  25.7 999.0 99.0 99.00 
2020 08 02 03 00 189  6.8  8.2 99.00 99.00 99.00 999 1014.7 999.0  25.7 999.0 99.0 99.00 
2020 08 02 03 10 188  6.7  8.9 99.00 99.00 99.00 999 1014.5 999.0  25.8 999.0 99.0 99.00 
2020 08 02 03 20 186  6.9  8.2 99.00 99.00 99.00 999 1014.5 999.0  25.8 999.0 99.0 99.00 
2020 08 02 03 30 186  6.7  8.6 99.00 99.00 99.00 999 1014.5 999.0  25.6 999.0 99.0 99.00 
2020 08 02 03 40 186  6.4  7.9  0.97 10.81  4.54 125 1014.4 999.0  25.7 999.0 99.0 99.00 
2020 08 02 03 50 189  6.5  7.6 99.00 99.00 99.00 999 1014.4 999.0  25.6 999.0 99.0 99.00 
2020 08 02 04 00 184  6.0  7.4 99.00 99.00 99.00 999 1014.2 999.0  25.7 999.0 99.0 99.00 
2020 08 02 04 10 182  6.0  7.1 99.00 99.00 99.00 999 1014.3 999.0  25.7 999.0 99.0 99.00 
2020 08 02 04 20 185  5.9  7.5 99.00 99.00 99.00 999 1014.4 999.0  25.7 999.0 99.0 99.00 
2020 08 02 04 30 181  6.2  7.4 99.00 99.00 99.00 999 1014.3 999.0  25.7 999.0 99.0 99.00 
2020 08 02 04 40 179  6.2  7.5  0.94 10.81  4.54 137 1014.4 999.0  25.7 999.0 99.0 99.00 
2020 08 02 04 50 182  6.2  7.3 99.00 99.00 99.00 999 1014.3 999.0  25.6 999.0 99.0 99.00 
2020 08 02 05 00 181  6.0  7.1 99.00 99.00 99.00 999 1014.3 999.0  25.5 999.0 99.0 99.00 
2020 08 02 05 10 178  5.9  7.4 99.00 99.00 99.00 999 1014.4 999.0  25.4 999.0 99.0 99.00 
2020 08 02 05 20 176  6.0  7.1 99.00 99.00 99.00 999 1014.3 999.0  25.3 999.0 99.0 99.00 
2020 08 02 05 30 177  5.6  7.0 99.00 99.00 99.00 999 1014.3 999.0  25.3 999.0 99.0 99.00 
2020 08 02 05 40 183  5.3  6.5  0.93 10.81  4.88 127 1014.4 999.0  25.2 999.0 99.0 99.00 
2020 08 02 05 50 182  4.8  6.1 99.00 99.00 99.00 999 1014.4 999.0  25.3 999.0 99.0 99.00 
2020 08 02 06 00 178  4.8  5.9 99.00 99.00 99.00 999 1014.3 999.0  25.2 999.0 99.0 99.00 
2020 08 02 06 10 176  4.3  5.3 99.00 99.00 99.00 999 1014.2 999.0  25.2 999.0 99.0 99.00 
2020 08 02 06 20 175  4.6  5.6 99.00 99.00 99.00 999 1014.2 999.0  25.1 999.0 99.0 99.00 
2020 08 02 06 30 178  4.3  5.5 99.00 99.00 99.00 999 1014.2 999.0  25.0 999.0 99.0 99.00 
2020 08 02 06 40 174  4.4  5.3  0.91 10.81  4.96 117 1014.0 999.0  25.0 999.0 99.0 99.00 
2020 08 02 06 50 178  5.1  6.2 99.00 99.00 99.00 999 1014.1 999.0  24.9 999.0 99.0 99.00 
2020 08 02 07 00 173  4.6  6.0 99.00 99.00 99.00 999 1013.8 999.0  24.8 999.0 99.0 99.00 
2020 08 02 07 10 171  5.0  5.9 99.00 99.00 99.00 999 1013.8 999.0  24.7 999.0 99.0 99.00 
2020 08 02 07 20 170  4.8  6.0 99.00 99.00 99.00 999 1013.8 999.0  24.7 999.0 99.0 99.00 
2020 08 02 07 30 170  5.4  6.4 99.00 99.00 99.00 999 1013.8 999.0  24.6 999.0 99.0 99.00 
2020 08 02 07 40 173  5.7  6.7  0.87 10.81  5.00 144 1013.7 999.0  24.6 999.0 99.0 99.00 
2020 08 02 07 50 169  5.7  6.9 99.00 99.00 99.00 999 1013.7 999.0  24.5 999.0 99.0 99.00 
2020 08 02 08 00 172  6.1  7.3 99.00 99.00 99.00 999 1013.6 999.0  24.5 999.0 99.0 99.00 
2020 08 02 08 10 166  6.2  7.7 99.00 99.00 99.00 999 1013.6 999.0  24.5 999.0 99.0 99.00 
2020 08 02 08 20 170  6.2  8.0 99.00 99.00 99.00 999 1013.6 999.0  24.5 999.0 99.0 99.00 
2020 08 02 08 30 168  6.4  8.2 99.00 99.00 99.00 999 1013.5 999.0  24.6 999.0 99.0 99.00 
2020 08 02 08 40 168  7.0  8.3  0.97 10.81  4.72 152 1013.5 999.0  24.6 999.0 99.0 99.00 
2020 08 02 08 50 171  7.6  9.6 99.00 99.00 99.00 999 1013.7 999.0  24.6 999.0 99.0 99.00 
2020 08 02 09 00 173  7.0  8.6 99.00 99.00 99.00 999 1013.8 999.0  24.6 999.0 99.0 99.00 
2020 08 02 09 10 170  6.8  8.9 99.00 99.00 99.00 999 1013.8 999.0  24.6 999.0 99.0 99.00 
2020 08 02 09 20 173  6.7  7.9 99.00 99.00 99.00 999 1013.9 999.0  24.6 999.0 99.0 99.00 
2020 08 02 09 30 172  6.5  8.0 99.00 99.00 99.00 999 1013.8 999.0  24.5 999.0 99.0 99.00 
2020 08 02 09 40 168  6.6  8.0  0.98 10.81  4.51 149 1013.8 999.0  24.5 999.0 99.0 99.00 
2020 08 02 09 50 167  6.3  7.8 99.00 99.00 99.00 999 1013.6 999.0  24.5 999.0 99.0 99.00 
2020 08 02 10 00 169  6.7  8.1 99.00 99.00 99.00 999 1013.7 999.0  24.5 999.0 99.0 99.00 
2020 08 02 10 10 166  6.9  8.5 99.00 99.00 99.00 999 1013.7 999.0  24.5 999.0 99.0 99.00 
2020 08 02 10 20 166  6.9  9.2 99.00 99.00 99.00 999 1013.6 999.0  24.5 999.0 99.0 99.00 
2020 08 02 10 30 170  7.1  8.5 99.00 99.00 99.00 999 1013.6 999.0  24.4 999.0 99.0 99.00 
2020 08 02 10 40 168  6.9  8.5  0.99 10.81  4.39 141 1013.5 999.0  24.4 999.0 99.0 99.00 
2020 08 02 10 50 162  7.2  8.8 99.00 99.00 99.00 999 1013.4 999.0  24.2 999.0 99.0 99.00 
2020 08 02 11 00 163  7.1  8.8 99.00 99.00 99.00 999 1013.3 999.0  24.2 999.0 99.0 99.00 
2020 08 02 11 10 152  6.4  7.6 99.00 99.00 99.00 999 1013.1 999.0  24.3 999.0 99.0 99.00 
2020 08 02 11 20 152  7.0  8.6 99.00 99.00 99.00 999 1013.1 999.0  24.3 999.0 99.0 99.00 
2020 08 02 11 30 154  7.4  9.0 99.00 99.00 99.00 999 1013.0 999.0  24.3 999.0 99.0 99.00 
2020 08 02 11 40 153  7.0  8.7  1.02 10.81  4.45 133 1013.4 999.0  24.4 999.0 99.0 99.00 
2020 08 02 11 50 157  7.1  8.8 99.00 99.00 99.00 999 1013.6 999.0  24.4 999.0 99.0 99.00 
2020 08 02 12 00 157  7.2  8.9 99.00 99.00 99.00 999 1013.6 999.0  24.4 999.0 99.0 99.00 
2020 08 02 12 10 160  6.9  8.4 99.00 99.00 99.00 999 1013.6 999.0  24.3 999.0 99.0 99.00 
2020 08 02 12 20 161  7.1  9.0 99.00 99.00 99.00 999 1013.5 999.0  24.2 999.0 99.0 99.00 
2020 08 02 12 30 158  7.7  9.2 99.00 99.00 99.00 999 1013.3 999.0  24.1 999.0 99.0 99.00 
2020 08 02 12 40 160  7.6  9.3  1.08  9.09  4.69 130 1013.5 999.0  24.1 999.0 99.0 99.00 
2020 08 02 12 50 163  7.5  9.4 99.00 99.00 99.00 999 1013.6 999.0  24.1 999.0 99.0 99.00 
2020 08 02 13 00 161  7.1  8.8 99.00 99.00 99.00 999 1013.6 999.0  24.0 999.0 99.0 99.00 
2020 08 02 13 10 161  7.3  9.4 99.00 99.00 99.00 999 1013.5 999.0  24.0 999.0 99.0 99.00 
2020 08 02 13 20 160  7.4  9.3 99.00 99.00 99.00 999 1013.5 999.0  23.9 999.0 99.0 99.00 
