#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC  nmi    ft
2020 07 07 04 50 999 99.0 99.0  0.72  4.17  4.24 209 9999.0 999.0 999.0 999.0 99.0 99.00
2020 07 07 05 50 999 99.0 99.0  0.68  4.17  4.20 196 9999.0 999.0 999.0 999.0 99.0 99.00
2020 07 07 06 50 999 99.0 99.0  0.66  8.33  4.40 110 9999.0 999.0 999.0 999.0 99.0 99.00
2020 07 07 07 50 999 99.0 99.0  0.63  4.35  4.04 212 9999.0 999.0 999.0 999.0 99.0 99.00
2020 07 07 08 50 999 99.0 99.0  0.73  4.55  4.20 203 9999.0 999.0 999.0 999.0 99.0 99.00
2020 07 07 09 50 999 99.0 99.0  0.76  4.76  4.31 202 9999.0 999.0 999.0 999.0 99.0 99.00
2020 07 07 10 50 999 99.0 99.0  0.77  4.76  4.27 183 9999.0 999.0 999.0 999.0 99.0 99.00
2020 07 07 11 50 999 99.0 99.0  0.70  9.09  4.36  57 9999.0 999.0 999.0 999.0 99.0 99.00
2020 07 07 12 50 999 99.0 99.0  0.66  9.09  4.33 126 9999.0 999.0 999.0 999.0 99.0 99.00
2020 07 07 13 50 999 99.0 99.0  0.64  9.09  4.28 348 9999.0 999.0 999.0 999.0 99.0 99.00
2020 07 08 21 50 999 99.0 99.0  0.66  8.33  4.55 115 9999.0 999.0 999.0 999.0 99.0 99.00
2020 07 08 22 50 999 99.0 99.0  0.67  8.33  4.72  82 9999.0 999.0 999.0 999.0 99.0 99.00
2020 07 10 22 50 999 99.0 99.0  1.50  8.33  4.94 144 9999.0 999.0 999.0 999.0 99.0 99.00
2020 07 10 23 50 999 99.0 99.0  1.51  8.33  5.29 134 9999.0 999.0 999.0 999.0 99.0 99.00
2020 07 11 02 50 999 99.0 99.0  1.33  7.14  5.18 138 9999.0 999.0 999.0 999.0 99.0 99.00
2020 07 11 03 50 999 99.0 99.0  1.46  7.69  5.46 157 9999.0 999.0 999.0 999.0 99.0 99.00
2020 07 11 04 50 999 99.0 99.0  1.55  6.67  5.12 157 9999.0 999.0 999.0 999.0 99.0 99.00
2020 07 11 05 50 999 99.0 99.0  1.66  6.67  5.16 160 9999.0 999.0 999.0 999.0 99.0 99.00
2020 07 11 06 50 999 99.0 99.0  1.64  7.14  5.04 156 9999.0 999.0 999.0 999.0 99.0 99.00
2020 07 11 07 50 999 99.0 99.0  1.53  7.69  5.10 149 9999.0 999.0 999.0 999.0 99.0 99.00
2020 07 11 08 50 999 99.0 99.0  1.50  7.14  5.31 139 9999.0 999.0 999.0 999.0 99.0 99.00
2020 07 11 09 50 999 99.0 99.0  1.51  7.69  5.34 120 9999.0 999.0 999.0 999.0 99.0 99.00
2020 07 11 10 50 999 99.0 99.0  1.30  7.14  4.99 131 9999.0 999.0 999.0 999.0 99.0 99.00
2020 07 11 11 50 999 99.0 99.0  1.29  7.69  5.23 132 9999.0 999.0 999.0 999.0 99.0 99.00
2020 07 11 12 50 999 99.0 99.0  1.15  7.69  4.94 129 9999.0 999.0 999.0 999.0 99.0 99.00
2020 07 11 13 50 999 99.0 99.0  1.08  8.33  4.98 126 9999.0 999.0 999.0 999.0 99.0 99.00
2020 07 11 14 50 999 99.0 99.0  1.05  8.33  5.12  98 9999.0 999.0 999.0 999.0 99.0 99.00
2020 07 11 15 50 999 99.0 99.0  0.95  7.69  5.14 110 9999.0 999.0 999.0 999.0 99.0 99.00
2020 07 11 16 50 999 99.0 99.0  0.93  9.09  4.87 119 9999.0 999.0 999.0 999.0 99.0 99.00
2020 07 11 17 50 999 99.0 99.0  0.91  7.69  4.91 126 9999.0 999.0 999.0 999.0 99.0 99.00
2020 07 11 18 50 999 99.0 99.0  0.89  9.09  5.08  93 9999.0 999.0 999.0 999.0 99.0 99.00
2020 07 11 19 50 999 99.0 99.0  0.90  7.69  4.90 140 9999.0 999.0 999.0 999.0 99.0 99.00
2020 07 11 20 50 999 99.0 99.0  0.91  7.69  4.58 106 9999.0 999.0 999.0 999.0 99.0 99.00
2020 07 11 21 50 999 99.0 99.0  1.07  7.69  4.65 107 9999.0 999.0 999.0 999.0 99.0 99.00
2020 07 11 22 50 999 99.0 99.0  1.10  8.33  4.97  90 9999.0 999.0 999.0 999.0 99.0 99.00
2020 07 11 23 50 999 99.0 99.0  1.15  6.67  4.68 142 9999.0 999.0 999.0 999.0 99.0 99.00
2020 07 12 00 50 999 99.0 99.0  1.16  7.14  4.97 133 9999.0 999.0 999.0 999.0 99.0 99.00
2020 07 12 01 50 999 99.0 99.0  1.16  7.69  4.90 124 9999.0 999.0 999.0 999.0 99.0 99.00
2020 07 12 02 50 999 99.0 99.0  1.22  6.25  5.14 152 9999.0 999.0 999.0 999.0 99.0 99.00
2020 07 12 03 50 999 99.0 99.0  1.15  6.67  5.00 134 9999.0 999.0 999.0 999.0 99.0 99.00
2020 07 12 04 50 999 99.0 99.0  1.19  6.25  4.98 152 9999.0 999.0 999.0 999.0 99.0 99.00
2020 07 12 05 50 999 99.0 99.0  1.23  6.67  5.20 147 9999.0 999.0 999.0 999.0 99.0 99.00
2020 07 12 06 50 999 99.0 99.0  1.08  9.09  5.17  80 9999.0 999.0 999.0 999.0 99.0 99.00
2020 07 12 07 50 999 99.0 99.0  0.95  7.14  5.38 130 9999.0 999.0 999.0 999.0 99.0 99.00
2020 07 12 08 50 999 99.0 99.0  0.87  7.69  5.47 144 9999.0 999.0 999.0 999.0 99.0 99.00
2020 07 12 09 50 999 99.0 99.0  0.92  9.09  5.64 125 9999.0 999.0 999.0 999.0 99.0 99.00
2020 07 12 10 50 999 99.0 99.0  0.89  9.09  5.59 134 9999.0 999.0 999.0 999.0 99.0 99.00
2020 07 12 11 50 999 99.0 99.0  0.99  8.33  5.83 150 9999.0 999.0 999.0 999.0 99.0 99.00
2020 07 12 12 50 999 99.0 99.0  1.00  8.33  5.88 162 9999.0 999.0 999.0 999.0 99.0 99.00
2020 07 12 13 50 999 99.0 99.0  0.86  7.69  5.48 142 9999.0 999.0 999.0 999.0 99.0 99.00
2020 07 12 14 50 999 99.0 99.0  0.93  7.69  5.88 157 9999.0 999.0 999.0 999.0 99.0 99.00
2020 07 12 15 50 999 99.0 99.0  1.04  8.33  6.11 131 9999.0 999.0 999.0 999.0 99.0 99.00
2020 07 12 16 50 999 99.0 99.0  0.99  8.33  5.80 106 9999.0 999.0 999.0 999.0 99.0 99.00
2020 07 12 17 50 999 99.0 99.0  1.04  7.69  6.20 139 9999.0 999.0 999.0 999.0 99.0 99.00
2020 07 12 18 50 999 99.0 99.0  1.17  9.09  6.20 111 9999.0 999.0 999.0 999.0 99.0 99.00
2020 07 12 19 50 999 99.0 99.0  1.24  7.69  6.33 147 9999.0 999.0 999.0 999.0 99.0 99.00
2020 07 12 20 50 999 99.0 99.0  1.07  8.33  6.17  99 9999.0 999.0 999.0 999.0 99.0 99.00
2020 07 12 21 50 999 99.0 99.0  1.26  7.69  6.22 130 9999.0 999.0 999.0 999.0 99.0 99.00
2020 07 12 22 50 999 99.0 99.0  1.19  6.25  5.99 129 9999.0 999.0 999.0 999.0 99.0 99.00
2020 07 12 23 50 999 99.0 99.0  1.19  7.14  5.55 128 9999.0 999.0 999.0 999.0 99.0 99.00
2020 07 13 00 50 999 99.0 99.0  1.27  7.69  5.47 144 9999.0 999.0 999.0 999.0 99.0 99.00
2020 07 13 01 50 999 99.0 99.0  1.16  7.14  5.07 126 9999.0 999.0 999.0 999.0 99.0 99.00
2020 07 13 02 50 999 99.0 99.0  1.01  6.67  5.10 148 9999.0 999.0 999.0 999.0 99.0 99.00
2020 07 13 03 50 999 99.0 99.0  0.96  7.69  4.95 140 9999.0 999.0 999.0 999.0 99.0 99.00
2020 07 13 04 50 999 99.0 99.0  0.88  8.33  4.89 165 9999.0 999.0 999.0 999.0 99.0 99.00
2020 07 13 05 50 999 99.0 99.0  0.85  8.33  4.95 146 9999.0 999.0 999.0 999.0 99.0 99.00
2020 07 13 06 50 999 99.0 99.0  0.87  8.33  5.01 155 9999.0 999.0 999.0 999.0 99.0 99.00
2020 07 13 07 50 999 99.0 99.0  0.85  8.33  5.12 153 9999.0 999.0 999.0 999.0 99.0 99.00
2020 07 13 08 50 999 99.0 99.0  0.87  8.33  5.44 166 9999.0 999.0 999.0 999.0 99.0 99.00
2020 07 13 09 50 999 99.0 99.0  0.82  8.33  5.33 155 9999.0 999.0 999.0 999.0 99.0 99.00
2020 07 13 10 50 999 99.0 99.0  0.95  8.33  5.89 147 9999.0 999.0 999.0 999.0 99.0 99.00
2020 07 13 11 50 999 99.0 99.0  0.91  7.69  5.69 169 9999.0 999.0 999.0 999.0 99.0 99.00
2020 07 13 12 50 999 99.0 99.0  0.96  8.33  5.92 156 9999.0 999.0 999.0 999.0 99.0 99.00
2020 07 13 13 50 999 99.0 99.0  1.11  8.33  6.12 168 9999.0 999.0 999.0 999.0 99.0 99.00
2020 07 13 14 50 999 99.0 99.0  1.05  8.33  5.87 183 9999.0 999.0 999.0 999.0 99.0 99.00
2020 07 13 15 50 999 99.0 99.0  1.14  7.69  5.78 171 9999.0 999.0 999.0 999.0 99.0 99.00
2020 07 13 16 50 999 99.0 99.0  1.25  6.67  5.89 162 9999.0 999.0 999.0 999.0 99.0 99.00
2020 07 13 17 50 999 99.0 99.0  1.18  7.69  5.78 160 9999.0 999.0 999.0 999.0 99.0 99.00
2020 07 13 18 50 999 99.0 99.0  1.27  9.09  6.05 155 9999.0 999.0 999.0 999.0 99.0 99.00
2020 07 13 19 50 999 99.0 99.0  1.26  8.33  6.09 144 9999.0 999.0 999.0 999.0 99.0 99.00
